participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s2x29057	0.975	2026-02-21T22:09:17	2026-02-22T04:20:31
sub-v2s2x29058	0.975	2026-03-12T20:40:26	2026-03-13T01:45:01
sub-v2s2x29059	0.975	2026-03-12T20:42:06	2026-03-13T02:18:50
sub-v2s2x29060	0.975	2026-03-12T20:45:31	2026-03-13T01:25:03
sub-v2s2x29062	0.975	2026-03-12T20:52:36	2026-03-13T04:47:52
sub-v2s2x29063	0.975	2026-03-12T21:06:38	2026-03-13T02:21:56
sub-v2s2x29064	0.975	2026-03-12T21:07:38	2026-03-13T01:58:41
sub-v2s2x29065	0.975	2026-03-12T21:17:28	2026-03-13T00:44:28
sub-v2s2x29066	0.975	2026-03-12T21:26:11	2026-03-13T02:34:13
sub-v2s2x29067	0.975	2026-03-12T21:33:39	2026-03-13T02:12:12
sub-v2s2x29068	0.975	2026-03-12T21:36:16	2026-03-13T02:28:34
sub-v2s2x29069	0.975	2026-03-12T21:47:04	2026-03-13T02:55:33
sub-v2s2x29070	0.975	2026-03-12T21:47:57	2026-03-13T03:08:04
sub-v2s2x29071	0.975	2026-03-12T21:48:37	2026-03-13T02:06:02
sub-v2s2x29072	0.975	2026-03-12T21:50:25	2026-03-13T02:42:46
sub-v2s2x29073	0.975	2026-03-12T21:50:31	2026-03-13T02:39:55
sub-v2s2x29074	0.975	2026-03-12T21:56:13	2026-03-13T02:02:47
sub-v2s2x29075	0.975	2026-03-12T22:10:30	2026-03-13T02:21:50
sub-v2s2x29076	0.975	2026-03-12T22:14:53	2026-03-13T02:17:42
sub-v2s2x29077	0.975	2026-03-12T22:18:37	2026-03-13T02:31:10
sub-v2s2x29078	0.975	2026-03-12T22:22:53	2026-03-13T02:51:09
sub-v2s2x29079	0.975	2026-03-12T22:23:18	2026-03-13T03:19:01
sub-v2s2x29080	0.975	2026-03-12T22:29:55	2026-03-13T03:26:12
sub-v2s2x29081	0.975	2026-03-12T22:32:17	2026-03-13T03:44:26
sub-v2s2x29082	0.975	2026-03-12T22:32:25	2026-03-13T02:58:53
sub-v2s2x29083	0.975	2026-03-12T22:32:26	2026-03-13T03:41:50
sub-v2s2x29084	0.975	2026-03-12T22:34:53	2026-03-13T02:19:23
sub-v2s2x29085	0.975	2026-03-12T22:35:28	2026-03-13T02:15:44
sub-v2s2x29086	0.975	2026-03-12T22:37:33	2026-03-13T03:21:02
sub-v2s2x29087	0.975	2026-03-12T22:38:17	2026-03-13T02:51:58
sub-v2s2x29088	0.975	2026-03-12T22:42:48	2026-03-13T03:23:00
sub-v2s2x29089	0.975	2026-03-12T22:47:29	2026-03-13T02:12:39
sub-v2s2x29090	0.975	2026-03-12T22:48:52	2026-03-13T03:21:39
sub-v2s2x29091	0.975	2026-03-12T22:51:57	2026-03-13T03:34:47
sub-v2s2x29092	0.975	2026-03-12T22:55:27	2026-03-13T03:40:58
sub-v2s2x29093	0.975	2026-03-12T22:57:04	2026-03-13T04:11:23
sub-v2s2x29094	0.975	2026-03-12T22:58:06	2026-03-13T03:53:21
