global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95
4901.520564128284	n/a	n/a	24024903.840572447	7592.853808829255	n/a	57651428.96225293	n/a	5025.016816935452	n/a	25250794.010484103	n/a	5288.739043331054	4179.739859806234	n/a	n/a	n/a	n/a	-0.0204902173	0.0368407616	-0.0787583642	0.0080207754	-0.0360254998	0.0359791004	-0.035491886	0.0282040715	-0.0868837106	-0.0416880744	0.0337285053	-0.0215003649	0.1436429487	-0.1093523406	0.0218466461	-0.056175758	-0.0165014747	0.0713512033	-0.0585048793	0.0285293323	-0.0022221463	0.1322851261	-0.055085424	0.0137750178	-0.099049007	-0.1040917354	0.0214701797	-0.0425040364	0.0026355252	0.012188576	-0.0655704565	0.111954914	-0.0757733494	0.1080177164	-0.0598589446	0.0426478453	-0.027266159	-0.1204155536	0.0180565408	-0.0837145493	0.0359674382	-0.0226835424	0.1203995327	-0.0820901678	0.0129316918	-0.0784317399	0.062135723	-0.004451998	0.0829251748	-0.0529948053	0.0813471645	-0.2417327731	0.0309486741	-0.057122536	0.1271216062	-0.2062150482	0.0672792271	-0.0748515944	0.0913023122	-0.1018510702	0.097991438	0.0975872772	0.0975790871	0.0975654375	0.0975463292	0.0975217631	1.4982248255728905	n/a	2.2446776279629184	n/a	0.1201880979230338	n/a	0.0144451788823567	n/a	-0.3856978056001523	n/a	n/a	0.1487627972447729	0.0061562424114897	n/a	3.789932062902452e-05	n/a	0.0043646655594105	n/a	n/a	1.905030544550417e-05	0.04906846603349	n/a	0.0024077143588797	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4923.163387386112	21.64282325782824	468.411798569591	24237537.738899097	7516.666892097694	-76.18691673156172	56500281.1667576	5804.44628106192	5026.471240326678	1.454423391225646	25265413.12983121	2.1153474009443083	5283.564237341155	4355.397570310046	1.12875	40.190174	0.8379595087025264	0.3890830388330673	-0.1198706045	0.0240987204	-0.0713477823	-0.002276269	0.0123996503	0.0177799059	0.0015643004	-0.054681761	-0.0755231803	-0.0055795209	0.045168017	-0.0545622321	0.1235835274	-0.1271850719	0.0077673188	-0.0670291493	-0.0077850467	0.0795926902	-0.0954079602	0.0050899084	-0.0433963054	0.1590547715	-0.0588295584	0.0834819801	-0.0713926421	-0.1220533409	0.0059462732	-0.0544938139	-0.0270734542	0.0277251852	-0.0407586586	0.1227075483	-0.0732155586	0.082697865	-0.0721115196	0.0193257749	0.0234268481	-0.1392463111	0.0177763472	-0.0616913314	0.0100608877	-0.0160520982	0.1039054248	-0.1665465675	-0.0226393842	-0.0749826649	0.0462965549	0.0051092048	0.1541223675	-0.1091518211	0.1296314312	-0.1961186893	-0.012961888	-0.0785066609	-0.0032447461	-0.2234063657	0.0804431888	-0.0310791233	-0.0377794582	-0.0966353006	0.1559206086	0.0975654375	0.0974917407	0.0973689537	0.0971971386	0.0969763818	1.7134501359901435	0.215225310417253	2.9359113685246414	0.0463219342442029	0.224107731103075	0.1039196331800412	0.0502242751401681	0.0107992901602743	-0.3902742026221446	-0.0045763970219922	2.0943409702899546e-05	0.1523139532323507	0.0079442189920826	0.0017879765805928	6.311061539416587e-05	3.196860252748677e-06	0.0071161276569731	0.0027514620975626	7.570543674323582e-06	5.063927283033746e-05	0.0548137907169993	0.0057453246835093	0.0030045516527669	3.300875571894125e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4879.946179170035	-43.21720821607687	1867.727085991742	23813874.711596224	7507.076227611285	-9.590664486408969	56356193.48716648	91.9808452908662	5016.144994917198	-10.32624540947927	25161710.61003286	106.6313442567917	5263.455070310605	4106.501150819405	1.896615	67.530708	0.1851872610444293	0.0878819303002484	0.0851299175	0.1002355661	-0.0546813317	0.0441962821	-0.1994591375	0.0418858569	0.0019760306	-0.052387947	-0.0808074886	-0.0458604231	0.0555389277	-0.0308725016	0.08773802	-0.1426149057	0.0090041801	-0.0411399279	-0.0186988839	0.0515883122	-0.1312585852	0.034042688	-0.0115492859	0.163466294	-0.0577467001	0.0685006678	-0.0472827135	-0.1413544264	0.0061266617	-0.0308171601	-0.0304079596	0.028031094	-0.00039814	0.1050634143	-0.0415281529	0.0690768564	-0.1321759626	0.0209918121	0.0615291692	-0.1385234054	0.0467242395	-0.0214618194	0.0012675563	-0.0548059135	0.067722719	-0.1936790365	-0.0715867685	-0.0364134875	0.0652800664	-0.0896590995	0.0883015976	-0.0875832633	-0.0483645587	-0.3234870919	0.0182449183	0.0165397826	0.1747631054	-0.1540411314	0.1035301466	0.0199683619	0.0910068271	-0.1532477171	0.1433369184	0.0975217631	0.0973171258	0.0969763818	0.0965000075	0.0958886693	1.7143221931005712	0.0008720571104277	2.938900581757152	7.60483603847517e-07	0.280858126164901	0.056750395061826	0.0788812870328594	0.0032206073396733	-0.3534478697453238	0.0368263328768208	0.0013561787931544	0.1249253966275073	0.0089607251232976	0.001016506131215	8.02945947352968e-05	1.0332847147976888e-06	0.0067492309123597	-0.0003668967446133	1.3461322120791032e-07	4.555211790835175e-05	0.055245157361078	0.0004313666440786	0.0030520274118502	1.860771816237161e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4869.216594640813	-10.729584529221938	115.12398416971875	23709270.24552548	7631.945230073101	124.86900246181632	58246587.99483556	15592.267775809089	5019.227114008595	3.0821190913966348	25192640.82199905	9.499458093551617	5267.194870631517	4107.510915938335	2.743881	97.698387	4.6378464426623385	2.41974487641446	0.0991927034	0.0469308795	0.0332198889	0.1833374691	-0.2608985833	0.0062992236	-0.1101402458	-0.0208149198	-0.0686719071	0.0035457682	0.1154522807	0.02163134	-0.0379147649	-0.0583931603	0.0504330606	0.0642374299	0.0356952623	0.0754990783	-0.1432082533	-0.1319589073	-0.078699734	0.146436611	-0.2306119663	0.1361729901	0.2512642109	-0.0603831032	0.0327454342	0.0685075911	-0.0893520937	0.0241461267	-0.0582438146	0.1217939657	0.0302910273	-0.1015646365	-0.3493584098	0.0690738816	0.134094806	0.0215242829	0.3096498402	0.1245810676	-0.0241684161	-0.223032025	-0.2016227945	-0.1733954798	-0.1388772156	-0.014350475	-0.1174517807	0.0263068092	0.1059099511	0.0926063712	-0.1311248322	0.0522481091	0.0162993637	0.0248693246	-0.149188677	0.023039125	-0.2463852626	-0.1902625806	0.092903857	-0.2877824455	-0.1236401489	0.0974562636	0.097055399	0.0963885124	0.0954574315	0.0942647084	0.923026460985156	-0.7912957321154153	0.8519778476787816	0.626148935664071	0.3130560122781958	0.0321978861132947	0.0980040668235258	0.0010367038701647	-0.7136271385575625	-0.3601792688122388	0.1297291056821189	0.5092636928858546	-0.019938419376008	-0.0288991444993056	0.0003975405672135	0.0008351605527917	0.0003062174643715	-0.0064430134479882	4.15124222909568e-05	9.376913548611087e-08	0.021503844195944	-0.033741313165134	0.0004624153152034	0.0011384762141076	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4923.254635371633	54.038040730820285	2920.109846025792	24238436.204708274	7494.530870051246	-137.41436002185492	56167992.96215109	18882.70634021596	5016.584267282757	-2.642846725838353	25166117.710748877	6.984638816274505	5251.990832649771	4537.906113897736	3.360992	119.671204	1.827748097796141	0.923057748383623	-0.1367032551	-0.0447177057	0.0652403029	-0.0128341017	0.0795853005	0.0355204599	-0.0383817589	-0.1199355562	0.0086922125	0.1238176948	0.0246847394	-0.1106948679	-0.0035145813	0.0267894996	0.0288288583	0.1159043118	0.0783515241	-0.0186715019	-0.0133429148	0.0511492846	0.1021425723	-0.0430845374	0.0388813863	0.0414991294	0.0334671771	0.0151967896	0.0358038621	0.1193562429	-0.0924120607	0.0254018705	0.0797359211	-0.1024916254	0.1051114485	0.0453739664	0.0155319747	0.0180242969	-0.0066128584	-0.0076120692	-0.224815256	-0.0059605987	-0.0857771373	-0.0886584097	0.0803035763	0.0597181569	-0.0155260512	0.1304436304	-0.0494326142	-0.0725239978	-0.1800069827	0.0362069357	-0.1418268031	-0.0747925297	0.0126719493	0.0309407067	-0.0683882458	0.0560743318	-0.1795332962	-0.0088313845	0.0282449229	-0.1822215241	0.1190346178	0.0973689537	0.0967067945	0.0956065293	0.0940731426	0.0921135811	0.3489228095534713	-0.5741036514316846	0.121747127026688	0.3295950025871932	0.0382025630340052	-0.2748534492441906	0.0014594358223671	0.0755444185614288	-0.6256299249568116	0.0879972136007509	0.0077435096014961	0.3914128030014657	-0.0160329344162613	0.0039054849597467	0.0002570549859961	1.5252812770807704e-05	0.0023549193381862	0.0020487018738147	4.197179367771863e-06	5.54564508936333e-06	0.0096421553591151	-0.0118616888368289	9.297115996931204e-05	0.0001406996620617	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4897.689745549958	-25.564889821675024	653.5635915943833	23987364.843665216	7461.977312192273	-32.55355785897336	55681105.40767221	1059.7341292775263	5023.654280414353	7.07001313159617	25237102.32912545	49.98508568094229	5271.263404823992	4253.012287174397	1.598766	56.925529	2.1363496999458045	1.042812151974079	0.0197699016	0.0377942156	0.0773412796	-0.017311234	0.0091580431	0.0194253285	-0.0353535727	-0.0366707928	0.0394595293	-0.0097905864	-0.0541280822	-0.0019118205	-0.0804096636	0.0160078187	0.0017655233	0.0274377559	-0.0002210244	0.0569036383	0.0121977949	-0.0141106165	0.0660397115	0.0082482632	0.0096295593	-0.0427048396	-0.0306119621	0.0169001271	0.0059008009	0.0318985804	-0.0126074634	0.0546380004	-0.034672292	-0.0157198659	0.0483727342	0.0206343857	-0.0097035113	-0.0158344012	0.0002920714	0.0212708757	-0.0997291977	-0.0240716075	-0.0267734662	0.0018183588	-0.0620092415	0.0311461004	0.090567919	0.0717429946	0.0918004442	-0.1026103154	-0.1087424768	0.0112844524	-0.1737298512	-0.08894544	0.0228422154	0.1145160119	0.0407914332	0.050233435	0.0228518606	0.0810374857	0.0246997221	0.0120351903	0.024042599	0.0972598531	0.0962716243	0.0946320074	0.0923520963	0.0894473172	0.7548202572913141	0.4058974477378427	0.5697536208173256	0.1647527380800948	0.1542138770087575	0.1160113139747522	0.0237819198620721	0.0134586249701485	-0.3158852603631672	0.3097446645936443	0.0959417572442292	0.0997834977147059	-0.0081418476089059	0.0078910868073553	6.628968248664672e-05	6.226925100121841e-05	-0.0007672617531144	-0.0031221810913006	9.748014766875005e-06	5.886905977921825e-07	0.0247228129332504	0.0150806575741353	0.0006112174793324	0.0002274262328683	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4896.174173526314	-1.5155720236443813	2.296958558853525	23972521.537506085	7502.803232861485	40.82592066921279	56292056.35103676	1666.7557984888565	5029.993031454296	6.338751039943418	25300829.89647878	40.17976474638376	5285.50361291421	4405.485289967599	1.236615	44.030804	0.3355833814939838	0.1561021237178691	-0.0043738334	0.0136364206	0.0248884691	-0.0551334425	0.0353831225	-0.0648902925	-0.020876225	-0.0178140458	0.0146729935	0.0137865085	-0.0382876028	-0.0076015433	-0.0531293802	0.0156740457	0.0092284441	0.0152319692	-0.0024707488	0.0617794533	0.0454455947	-0.0170037054	0.0180356747	0.0101198998	0.0350882699	-0.0435797473	-0.0129936583	0.0151500193	0.011681624	0.0138611983	-0.0051903109	0.0573719239	-0.0339684794	-0.0186842776	9.26633e-05	0.0163058625	0.0175466468	-0.0586780495	-0.0192830046	0.038903696	0.0374336606	-0.0294310127	0.0155412859	0.0327469504	-0.0439800936	0.0579363147	0.0884490424	-0.0371141985	0.0171657486	0.0172864199	0.0513481537	0.0075093291	0.0496434656	0.1252478869	0.0082791575	0.0346145368	-0.0792833345	-0.003449672	0.0411255414	-0.0209703849	-0.1083030097	0.0603903342	-0.0435977378	0.097128986	0.0957502779	0.0934669092	0.0903004534	0.0862808277	0.7966701463707437	0.0418498890794296	0.6346833221183823	0.0017514132159605	0.0566085467825132	-0.0976053302262442	0.0032045275688279	0.0095268004885741	-0.2970226720552773	0.0188625883078898	0.0003557972376729	0.0882224677148568	-0.0059982302929708	0.0021436173159351	3.597876664751256e-05	4.595095197176805e-06	-0.0014360847462624	-0.0006688229931479	4.473241961634496e-07	2.062339398447542e-06	0.0254556841017757	0.0007328711685253	0.0006479918530893	5.371001496556399e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4880.141737736792	-16.032435789522424	257.0389973451595	23815783.380400676	7547.6996034088625	44.896370547377046	56967769.3032983	2015.684088327385	5015.1084181287415	-14.88461332555471	25151312.44558577	221.55171385128085	5282.073433462563	4408.120013657766	0.817049	29.091768	0.1907715919698804	0.1155719322361993	0.0389228772	0.0206860206	0.050332154	-0.0732669569	0.0080721739	-0.0855167474	-0.0318409114	0.0362612739	0.0006784099	-0.0031224346	-0.0391100601	0.0049856067	-0.0453677544	0.016037014	0.0037005035	0.0122211249	-0.0481933282	0.0358902082	0.0061535675	-0.0329151993	0.0314469516	0.0284273588	0.0421888599	-0.0651998762	-0.0115437125	0.0188080466	0.0062022662	0.0057837232	0.0374421724	0.0401162103	-0.0362456904	0.0311876083	0.0075034788	0.0107537375	-0.0115555412	-0.0482643274	-0.0099916402	0.0334076334	-0.0081565126	-0.0322520259	-0.0044217804	0.0383909746	-0.0748320029	0.0296657027	0.0693149954	0.0230355411	0.0432767557	-0.0365077612	-0.0217120757	0.0077133986	-0.0647956487	0.0217539792	0.0074478152	0.0562747123	-0.00639024	0.0335697569	0.0731208999	0.0472298222	-0.0440739832	0.0689115139	-0.0276854006	0.0969763818	0.0951432221	0.0921135811	0.0879255584	0.0826318208	0.802868764926842	0.0061986185560982	0.6445982536951527	3.842287200400577e-05	0.0574269797007076	0.0008184329181943	0.0032978579975454	6.698324415841955e-07	-0.1880343203055545	0.1089883517497228	0.0118784608171213	0.0353569056127718	-0.0053651012950479	0.0006331289979228	2.878431190612465e-05	4.0085232801085533e-07	-0.0009910712669771	0.0004450134792853	1.9803699674560814e-07	9.82222256227594e-07	0.0258728653994848	0.000417181297709	0.0006694051639798	1.7404023515824833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4851.7747685261465	-28.36696921064504	804.6849421976835	23539718.404506944	7452.153498119097	-95.54610528976536	55534591.7595287	9129.058236042927	5014.71335706128	-0.3950610674619383	25147350.05348881	0.1560732470241662	5272.706857261324	4138.519140471645	0.934146	33.261135	0.2306187071509745	0.1147398992306035	0.0455555724	0.0123603086	0.0137650561	-0.0278771465	0.0757439226	-0.0006275232	0.0295569202	0.0380636218	0.0332942056	-0.0140635971	-0.0218260757	0.0045537958	-0.0151864969	0.0264494749	-0.0069128091	0.0054221903	-0.0762592399	0.0185433709	0.003668999	-0.0226285224	0.0263252322	0.0394038917	0.0265526552	-0.0744521024	-0.01015728	0.0265235879	-0.0050966594	-0.0015992751	0.0549126601	0.037886383	-0.0153238335	0.0446109669	0.030311363	0.0145412484	-0.023004824	-0.0566566935	-0.0005498984	0.0364901084	0.0333587483	-0.0384046543	0.0261633627	0.0477354768	-0.0497175222	0.052828758	0.1079509582	-0.0239965212	0.029685471	0.0078458052	0.0239978533	-0.0012780094	0.0192422946	0.0772593395	0.0097962633	0.0241516542	-0.0368370351	0.0076414735	0.0464763812	0.0005282139	-0.0729322766	0.0402577491	-0.0425041318	0.0968020747	0.0944510002	0.0905747485	0.0852359127	0.0785207032	0.8431657404601225	0.0402969755332804	0.7109284658856666	0.0016238462371298	0.0547980437747099	-0.0026289359259977	0.003002825601535	6.9113041030013895e-06	-0.230288443490231	-0.0422541231846765	0.0017854109261058	0.0530327672051533	-0.0064136712709314	-0.0010485699758835	4.11351791715708e-05	1.0994989943243236e-06	-0.0012438575690831	-0.000252786302106	6.390091453242592e-08	1.547181652165319e-06	0.0274802825716357	0.0016074171721508	0.0007551659302169	2.583789965325588e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4844.240048695016	-7.534719831130133	56.77200293362569	23466661.64938069	7438.679704770398	-13.473793348699472	55333955.75016301	181.54310720345816	5016.095465137888	1.382108076608347	25161213.715376884	1.910222735426024	5277.144484600433	4080.000499844192	0.652105	23.218782	0.209069967494164	0.1031955000044172	0.0647083087	0.0076336092	0.0296768437	-0.0045065745	0.0729117559	0.024903219	0.0399379582	0.0777879631	0.0370598603	-0.0237950898	-0.0213014673	-0.0152095027	0.0008916646	0.0197313861	-0.0024427411	0.0083974772	-0.0898131148	0.0361549421	0.0070962649	-0.0505019498	0.0520115187	0.0565637536	0.031566312	-0.0540446724	-0.0341546947	0.0233189284	0.0006115441	0.0026029688	0.0652699474	0.0368913305	-0.0486434667	0.0705232371	0.0475003854	0.0310078953	-0.0140176445	-0.0524109012	-0.0191278372	0.0349285669	0.0186276104	-0.0345567074	0.0142938202	0.0403333411	-0.0832615537	0.0237759606	0.0970586239	0.0084524695	0.0249757615	-0.0111079439	-0.0093744518	-0.0057340841	-0.0164117152	0.0371333519	0.0116943048	0.0465896033	-0.0052207407	0.0263206581	0.0329135712	0.0203058321	-0.0206218438	0.0205292345	-0.0058972771	0.0966061036	0.0936742318	0.0888535104	0.0822411445	0.073970466	0.8783663007141342	0.0352005602540117	0.7715273582302329	0.0012390794421963	0.1251060688540803	0.0703080250793704	0.0156515284641218	0.0049432183905613	-0.2885716682490979	-0.0582832247588669	0.0033969342882925	0.0832736077160674	-0.0061625078776457	0.0002511633932856	3.7976503342045314e-05	6.3083050126787e-08	-0.001411954258818	-0.0001680966897349	2.825649709983124e-08	1.993614828994288e-06	0.0279665856366534	0.0004863030650177	0.0007821299121722	2.3649067104560933e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
