global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82
179696.27042554057	n/a	32290749604.849007	n/a	236618.9310872396	n/a	55988518548.86784	n/a	174971.31991991206	n/a	30614962794.51621	n/a	178853.14838954114	189017.5591369504	n/a	n/a	n/a	n/a	-0.0053094204	-0.0075944708	0.1104919906	-0.0188690169	0.0252317263	0.0105944876	-0.0127762035	0.0319901705	-0.0191030621	0.000434013	-5.79306e-05	0.0064635668	0.0512943811	-0.043124	0.0135243539	0.0316591078	-0.0170102924	0.0025729325	-0.0016263999	0.019585886	-0.0405667404	0.0384653512	-0.007315227	0.0342883146	-0.0016604786	0.039153723	-0.0014923903	0.0388628029	-0.0104588551	0.0028797601	-0.0363495591	0.0081145453	-0.0204688238	0.0681167295	-0.0001637407	0.0156368657	0.0127021304	-0.0217652694	-0.0113651079	0.0245997905	-0.0103672235	0.0031420896	-0.0300476157	0.0099924173	-0.0098307402	0.0246031969	-0.0081926316	0.0975872772	0.0975790871	0.0975654375	0.0975463292	0.0975217631	-0.1307670557612255	n/a	0.0171000228724594	n/a	0.0084088323536235	n/a	7.070846155134534e-05	n/a	-0.0413705637635359	n/a	n/a	0.0017115235461127	0.0014701574017455	n/a	n/a	2.16136278590708e-06	0.0004031204608037	n/a	1.6250610591858745e-07	n/a	-0.0032383009578403	n/a	1.0486593093549403e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180115.48329346706	419.21286792648607	32441587322.03921	175739.42863514947	233351.1019368489	-3267.829150390695	54452736775.14164	10678707.356143173	174841.09087849964	-130.22904141241452	30569407059.58377	16959.603227196374	178337.43693168738	189562.2920221434	0.683755	28.921505	0.116376046815125	0.0493439515557933	-0.0071413581	-0.0284751076	0.0588268493	0.0347578341	0.0286019942	0.0455824938	-0.0216508895	0.0281636409	-0.016550967	0.0088624357	-0.019083341	-0.0346798445	0.0591463986	-0.0156037645	0.0169647219	0.0293712723	-0.0182743775	-0.0078970193	0.0251953804	-0.003611128	-0.0688367918	0.0253478064	-0.0131971872	-0.0142049535	-0.0239670828	0.0371001589	-0.0019909937	0.0396700274	-0.0340991861	0.0066563282	-0.0498506407	-0.0040265955	-0.0274894067	0.0629273925	-0.0042037205	-0.0069660617	-0.0123841862	-0.004386244	0.011949977	-0.0012122139	-0.0014655005	-0.0003183928	-0.0210426373	0.0449997615	0.003221647	0.0170944956	0.0118014934	0.0975654375	0.0974917407	0.0973689537	0.0971971386	0.0969763818	-0.126915894265096	0.0038511614961294	0.016107644217109	1.4831444869270336e-05	0.0278129696024649	0.0194041372488414	0.0007735612781076	0.0003765205423718	-0.0599724985212901	-0.0186019347577542	0.0003460319767317	0.0035967005788861	0.0009279250421986	-0.0005422323595469	2.940159317397988e-07	8.610448839392735e-07	0.0007107964636388	0.000307676002835	5.052316127214238e-07	9.466452272058442e-08	-0.0025978330539743	0.0006404679038659	6.74873657632144e-06	4.1019913588250763e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179993.96998459843	-121.51330886862706	32397829230.81652	14765.48423220236	234306.59236653647	955.4904296875756	54899579226.41829	912961.961224548	174936.33672828428	95.24584978463828	30602721907.911663	9071.771901197875	178773.96423946825	190704.3707822086	0.538188	22.764301	0.1072164840220107	0.0593091236394562	-0.008381112	-0.0099415208	0.073795167	0.046108382	0.0155557066	0.0139999046	-0.0109623627	0.0226651068	-0.0100864281	0.0222943857	-0.0002005596	-0.032422448	0.0718730258	-4.19541e-05	0.0179437948	0.0227416534	-0.0101155222	0.014348731	0.0172451847	-0.0067031401	-0.0765727848	0.0095927816	-0.015989961	0.0055450195	-0.0140903946	0.034476234	-0.0090800215	0.0372803434	-0.0286773785	0.015326454	-0.0452712471	-0.012506119	-0.0253733938	0.0660219159	0.0011074737	0.0031882798	-0.0011195375	-0.0059074033	-0.0017459003	-0.0005824776	-0.0041361337	-0.0063414411	-0.0084023851	0.0280109424	-0.007405813	0.0092919455	0.0102066124	0.0975217631	0.0973171258	0.0969763818	0.0965000075	0.0958886693	-0.099591342379611	0.027324551885485	0.0099184354769729	0.0007466311357425	0.038068884700948	0.010255915098483	0.001449239982374	0.0001051837945072	-0.0866100275615977	-0.0266375290403076	0.0007095579533732	0.0075012968742207	0.0010267156552717	9.879061307310008e-05	9.759585231358967e-09	1.0541450367799963e-06	0.0007580340846413	4.723762100250007e-05	5.746156734779737e-07	2.2313928379758356e-09	-0.0018838915280952	0.0007139415258791	3.5490472896288675e-06	5.097125023745781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179997.43514705077	3.4651624523394275	32399076659.516747	12.007350821102996	234550.5410807292	243.94871419272383	55013956321.26283	59510.97515628327	174709.2883221913	-227.0484060929739	30523335426.046574	51550.97870935998	178557.70446305248	190038.83946830267	0.442144	18.701828	0.0803631350463511	0.053811636156637	-0.007123221	0.0045556145	0.0640698798	0.0513132565	0.0269699327	-0.0208356124	0.0010620167	0.0327475516	-0.0075196913	0.0339592316	-0.0028273358	-0.0233427843	0.0780889745	-0.0416313715	0.0026057196	0.0329784459	-0.0086364252	0.0224078093	0.0242242168	0.0079857392	-0.0830747355	0.041183376	-0.0027204215	-0.004782151	-0.0210375636	0.0340654112	-0.0095413644	0.027158406	-0.0335552362	0.0135269199	-0.0440389524	-0.0217694326	-0.0343424036	0.0690904637	0.0006340436	0.0125989078	0.0002411534	-0.0063444499	0.0051733246	-0.0005532643	0.0109929965	-0.0068574616	-0.0095444144	0.0356088534	-0.0034476984	0.0074675543	0.0125478136	0.0974562636	0.097055399	0.0963885124	0.0954574315	0.0942647084	-0.099779898423236	-0.0001885560436249	0.0099560281293512	3.5553381587512494e-08	0.0303765878650352	-0.0076922968359127	0.0009227370903222	5.917143061179405e-05	-0.102743756064406	-0.0161337285028082	0.0002602971954023	0.0105562794102221	0.0019238314317684	0.0008971157764967	8.048167164392771e-07	3.701127377860053e-06	0.0007990080854509	4.0974000809599937e-05	6.384139206159127e-07	1.6788687423450963e-09	-0.002072772824069	-0.0001888812959738	4.296387180198978e-06	3.567614396874234e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179454.44243857628	-542.992708474485	32203896910.94029	294841.08145645703	233102.711702474	-1447.8293782552064	54336874203.0467	2096209.9085388572	174862.82872509872	153.5404029074125	30577008869.74321	23574.655324970565	178718.70742691067	188603.7089424368	0.433385	18.331364	0.1059293793787952	0.0517888953445766	-0.0042730608	0.0043654007	0.0278480058	0.0135541801	0.0337540181	-0.0148260461	-0.000832949	0.0198301832	-0.0108167847	0.0131517975	0.0118898755	-0.0161721194	0.0626865272	-0.0124469442	-0.0067105978	0.0196966808	-0.0098981259	0.0180328964	0.002532449	0.0034604698	-0.068968046	0.0138707247	-0.0074582333	0.0117991699	-0.0150667779	0.0371923884	-0.0090937846	0.0317587139	-0.0225618744	0.0074976182	-0.0382878634	-0.0140361808	-0.0300001094	0.0689422128	0.0044929956	0.0167756324	-0.0032722312	-0.0113467508	-0.0025658745	-0.001148182	0.0072401486	-0.0075169383	-0.0058308952	0.0234774753	-0.0093018652	0.0049682718	0.0086607972	0.0973689537	0.0967067945	0.0956065293	0.0940731426	0.0921135811	-0.1134262676692117	-0.0136463692459757	0.0128655181973676	0.0001862233935975	0.0418446578532751	0.0114680699882398	0.0017509753908576	0.0001315166292551	-0.0565111875425614	0.0462325685218446	0.002137450392127	0.0031935143174705	0.0022439346154036	0.0003201031836351	1.024660481733905e-07	5.035242558206503e-06	0.0009848848872409	0.00018587680179	9.699982411155204e-07	3.4550185443678966e-08	-0.0018871053770395	0.0001856674470295	3.561166704051393e-06	3.4472400886452293e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179228.68922484125	-225.7532137350354	32122923041.254726	50964.51351169657	231996.1286621093	-1106.5830403646687	53822203714.20598	1224526.025222714	174707.9622610822	-154.8664640165225	30522872077.41972	23983.621676980863	178495.292076715	189557.95819353912	0.432478	18.292973	0.0744374495511143	0.0454476112212016	-0.0063927426	-0.0112001366	0.0053280477	0.0168749635	0.0320367388	-0.0292506887	-0.0083700015	0.0253889227	-0.0006722637	0.0265717015	0.0168525706	-0.0325623212	0.0537701765	-0.0155533814	-0.0138082553	0.0255114602	-0.0029730442	0.022132756	0.0125145793	-0.0148239106	-0.0641920814	0.0157080178	-0.009016261	-0.0022072331	-0.0196501999	0.0347477904	-0.0048701904	0.0278281297	-0.0297975378	0.005384399	-0.0457750639	-0.020930245	-0.0341759074	0.0617462712	0.000526332	0.0098832265	-0.0019843345	-0.0033937552	0.0128798591	-0.0016837954	0.0108499373	-0.0060013621	-0.0115591534	0.0322688449	-0.0009429643	0.0155658369	0.0118633611	0.0972598531	0.0962716243	0.0946320074	0.0923520963	0.0894473172	-0.1131857749897022	0.0002404926795094	0.0128110196600194	5.7836728897658674e-08	0.0038226527631906	-0.0380220050900845	1.4612674147928728e-05	0.0014456728710704	-0.0762847374905817	-0.0197735499480203	0.0003909932775468	0.0058193611740069	0.0022990675310762	5.513291567260008e-05	3.0396383905620317e-09	5.285711512448814e-06	0.0009840208492657	-8.640379751999674e-07	9.682970317895895e-07	7.465616225876595e-13	-0.0021591364600617	-0.0002720310830222	4.661870253167769e-06	7.40009101302311e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179063.2167527075	-165.47247213375522	32063635593.827103	27381.1390340564	231221.3701822917	-774.7584798176249	53463322028.97637	600250.7020493171	174702.84174780152	-5.120513280679006	30521082914.75738	26.21965625761008	178455.1330714779	187787.59722688203	0.422172	17.85704	0.0964846407227077	0.0687714258511056	-0.0034325063	-0.0070172837	-0.0053200066	0.0177852867	0.0077498081	-0.0341545623	-0.0132046184	0.0257195332	0.0036357539	0.0385197309	0.0183567133	-0.0402057595	0.0662822104	-0.0125305517	-0.023845323	0.02560698	0.0036214018	0.0339070629	0.0179109433	-0.0183448985	-0.0807364825	0.0096633639	0.0019835063	0.0047311002	-0.0123188695	0.0325217338	-0.0094300497	0.0192442046	-0.0250641779	0.0126914958	-0.0360667642	-0.0257316356	-0.027726961	0.0714173395	0.0029081915	0.0105823626	0.0001006156	-0.0065219971	0.0070931104	-0.0073203347	0.0017069176	-0.0124094582	-0.0057272932	0.0184065671	-0.0074021897	0.0121467999	0.0068307559	0.097128986	0.0957502779	0.0934669092	0.0903004534	0.0862808277	-0.1131367774387968	4.89975509053997e-05	0.0127999304092358	2.400759994727235e-09	0.0645119212390028	0.0606892684758122	0.0041617879819473	0.0036831873081292	-0.0791692311028668	-0.002884493612285	8.320303399313541e-06	0.0062677671534191	0.002565146009806	0.0002660784787298	7.079775684316465e-08	6.579974051623644e-06	0.0005932332988052	-0.0003907875504605	3.519257468112997e-07	1.527149095949179e-07	-0.0021587648675779	3.715924838001809e-07	4.660265753488627e-06	1.380809740167877e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179448.24032923722	385.0235765297257	32201670957.25968	148243.15448374153	232524.23315429688	1302.862972005183	54067519003.99381	1697451.9238221785	175101.23731940956	398.39557160803815	30660443310.788185	158719.03147689547	178891.4817516498	189416.81842727505	0.477191	20.184271	0.1744847147391091	0.0897905570497364	-0.0055807766	-0.0143703619	0.0227197014	0.004040407	0.0251849625	0.0038659915	-0.0289210363	0.0024944189	0.0082264952	0.021858695	0.0021434087	-0.0382177305	0.0514133085	0.0103843843	-0.0013279053	0.0028503797	0.0053864596	0.010562202	0.0180404603	-0.0171926643	-0.0636156925	-0.0022147204	-0.0179201374	0.0008158251	-0.0148988365	0.0321315063	-0.0062657927	0.037367594	-0.0190394758	0.0130294748	-0.0351109562	-0.0056135667	-0.0232439859	0.0678872637	-0.0004793955	0.0052761315	-0.0134110241	-0.0029857867	0.0040865852	-0.007097611	-0.0001301033	-0.0048452029	-0.0042371061	0.0269581601	-0.0172026777	0.0090732448	0.0075416093	0.0969763818	0.0951432221	0.0921135811	0.0879255584	0.0826318208	-0.1133611559109368	-0.00022437847214	0.0128507516694637	5.0345698759882974e-08	0.1025397486656345	0.0380278274266317	0.0105144000564114	0.0014461156587896	-0.0256111947398594	0.0535580363630074	0.0028684632590612	0.000655933296003	0.0015449476868362	-0.0010201983229698	1.0408046181903928e-06	2.386863355060525e-06	0.0009860195383055	0.0003927862395003	9.722345299201916e-07	1.5428102994078716e-07	-0.0019182599805014	0.0002405048870764	3.679721352793232e-06	5.7842600707679936e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179300.96061272267	-147.27971651454573	32148834476.645126	21691.314896604952	231516.97350260417	-1007.2596516927006	53600109019.80553	1014572.0059281004	175196.67688890884	95.43956949928544	30693875592.916725	9108.711426208933	178655.65286410376	186561.9225180534	0.503626	21.302408	0.135254970336733	0.0697442604473107	-0.0015211834	0.0050094995	0.0032695511	0.0215517805	0.0069222606	-0.012398176	-0.0195395632	0.0106687673	0.0118031127	0.0078289275	0.00676006	-0.0091077453	0.0342836622	0.0136850708	-0.0039766435	0.0098956922	0.0100007848	0.013341598	-0.0017122255	0.0013590351	-0.0420762478	-0.0076222085	-0.0118744725	0.0080646186	-0.0084595539	0.0358662136	-0.0026978665	0.0145125018	-0.0161778911	0.0054992616	-0.0292028882	-0.0234701229	-0.0222164602	0.0694017437	-0.0013102106	0.0110906912	0.0062073606	-0.0088884044	0.0105789783	-0.0109631477	-0.0061456832	-0.0038259205	-0.0104688973	0.0105114094	-0.0068228721	0.0183709768	0.0060845544	0.0968020747	0.0944510002	0.0905747485	0.0852359127	0.0785207032	-0.1123788572995465	0.0009822986113903	0.0126290075679518	9.649105619393233e-07	0.0589575680172487	-0.0435821806483858	0.0034759948265085	0.0018994064700685	-0.0713964396898063	-0.0457852449499469	0.0020962886551266	0.0050974516003801	0.0020488262180219	0.0005038785311857	2.538935741898586e-07	4.197688871653923e-06	0.0007828404993741	-0.0002031790389314	6.128392474602904e-07	4.1281721861087374e-08	-0.0021093073329245	-0.0001910473524231	4.449177424729068e-06	3.6499090867876175e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179975.1152060113	674.1545932886365	32391042093.41704	454484.4156521669	234052.23798828124	2535.264485677064	54780450107.32304	6427566.012335387	175479.0422873295	282.3653984206612	30792894282.078377	79730.21822525875	179326.03115887815	189496.4802410851	0.515266	21.794739	0.0803736414783444	0.0408778358690259	-0.0058544651	-0.0255290784	0.0452026045	0.017485009	0.0129200675	0.0073047832	-0.0136849108	0.0009347389	0.0141982272	0.0099658989	0.0085106359	-0.0064986284	0.0296950341	0.028471849	0.0165879606	0.0016773861	0.0114261745	0.0089083404	0.0022195285	0.0001317694	-0.0338865896	-0.0147705073	-0.032854751	-5.63459e-05	-0.0129033846	0.0318460324	-0.0007905551	0.0276852109	-0.0118085947	0.011547698	-0.0316851657	-0.0127415851	-0.0194285701	0.0547184135	-0.0052162832	0.0049850473	0.0016623127	-0.0105836408	0.0051989929	0.0009653293	-0.0098087003	-0.0083719368	-0.005456604	0.0271280443	-0.0167499517	0.0109021454	0.0070096101	0.0966061036	0.0936742318	0.0888535104	0.0822411445	0.073970466	-0.1099703924948016	0.0024084648047448	0.0120934872254607	5.800702715694864e-06	0.0946519957646359	0.0356944277473872	0.0089590003022286	0.0012740921722134	-0.065003664466829	0.0063927752229773	4.086757505151255e-05	0.004225476394116	0.0016810271456935	-0.0003677990723284	1.3527615760563164e-07	2.825852264558436e-06	0.0004856842637366	-0.0002971562356375	2.3588920404136327e-07	8.830182837824946e-08	-0.0021619114990233	-5.260416609880001e-05	4.673861329609172e-06	2.7671982909501403e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
