global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
343761.79483798204	n/a	n/a	118172171590.23088	472261.1616790255	n/a	n/a	223030604830.42267	337163.8109758772	n/a	n/a	113679435431.77708	347915.1502826227	313845.7756704875	n/a	n/a	n/a	n/a	-0.0019292505	-0.0438602279	0.0443228887	-0.0390333713	0.0490781754	0.1438511672	0.0028121605	-0.0076250249	0.0390189611	-0.0046687514	0.0361279841	-0.0700392386	0.0208519144	-0.01106447	0.0356421115	0.0147659278	-0.0174429889	0.0387035216	-0.0428519942	0.0359492257	-0.0862936573	0.138266076	-0.0838951247	0.0255812062	-0.1260675291	0.0976283402	-0.0757541464	0.0461040634	-0.0793617872	0.1772604301	-0.0545526123	0.06217839	-0.0003011579	0.0063492371	-0.0379897008	0.0132324976	0.0039110267	-0.0283730867	0.0352773865	-0.0345600144	0.056965566	-0.0335468472	0.0304727866	-0.0665111215	0.0979626895	0.0376909685	-0.0334181216	0.1880243991	-0.074517518	0.0828717716	-0.018004081	0.0075634973	-0.147175695	0.0674374192	0.014320932	-0.0035570044	0.0195858866	-0.0260865889	0.0329365617	-0.0088091259	-0.0128697381	0.0223190619	-0.0083583981	0.0035870164	-0.0346132943	0.0184481508	-0.0391099407	0.0633786224	-0.0158403933	0.0291124614	0.0808117822	-0.0469104529	0.001604446	-0.019076464	0.0358882121	-0.0171883488	0.0851182042	-0.0373828898	0.0975872772	0.0975790871	0.0975654375	0.0975463292	0.0975217631	-0.0020692528443646	n/a	n/a	4.281807333910988e-06	4.3299887309444784e-05	n/a	n/a	1.874880241010617e-09	0.0117628696339409	n/a	n/a	0.000138365102025	0.000367999991554	n/a	1.3542399378374408e-07	n/a	-7.249599676129037e-08	n/a	5.255669546413024e-15	n/a	-0.0003939999820281	n/a	1.5523598583814318e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342123.4028597684	-1638.3919782136218	2684328.274274745	117048422784.3474	466618.0371424788	-5643.124536546704	31844854.53497545	217732392586.6997	336484.6016885965	-679.2092872807407	461325.2559284117	113221887173.53342	347235.77051841083	313671.56031628407	0.70785	17.172169	0.0549463831312158	0.0359673816359711	-0.0035673083	0.0129306313	0.021535849	-0.037272086	0.0253171326	0.0674329962	-0.0069307429	-0.0141743008	-0.0362704427	-0.0380504934	0.0638522575	-0.0201080665	-0.0385993908	-0.0560552098	-0.0657268848	-0.0413153792	-0.0346589925	-0.0094441575	-0.0491498557	-0.0261692025	-0.1067037024	0.0232631249	0.0236543787	-0.0188632065	-0.14734755	0.047716431	0.0258612144	0.0090055144	0.0343999514	0.0041338321	-0.1099147021	-0.0976285148	0.0087797872	0.0148158834	0.0196785594	0.0305670125	0.0304205864	-0.0425038877	0.0168385281	0.0614047619	0.0070881161	-0.0347163192	0.0730439391	-0.0454321088	0.0411028877	0.1150320642	0.0335065878	0.0952979086	0.0355160497	-0.0388136857	-0.0153433701	0.0797333446	-0.1419564366	0.0462618576	0.0123637501	-0.0035684592	0.0226769184	-0.0217594052	0.0384862694	-0.0042702187	-0.0160023847	0.0291421685	0.0330727288	-0.0067072586	-0.0224351752	0.0158385011	-0.0370543745	0.0705360723	-0.0297993519	0.0652971152	0.0301444657	0.0132862623	-0.0415510118	0.0331838753	-0.02167621	0.0246287213	0.0409234662	-0.0404496788	0.0975654375	0.0974917407	0.0973689537	0.0971971386	0.0969763818	4.235951649889103e-05	0.0021116123608634	4.458906762551487e-06	1.7943286380198215e-09	-0.0212862987187349	-0.0213295986060443	0.0004549517766949	0.0004531065131432	0.0233144533398217	0.0115515837058808	0.0001334390861139	0.0005435637345347	3.999999990013674e-06	-0.0003639999915639	1.599999992010939e-11	1.3249599385858213e-07	-7.180001038165074e-10	7.177799665747386e-08	5.1552414908051535e-19	5.152080804160329e-15	-0.0003589999824202	3.49999996079e-05	1.2888098737770396e-07	1.2249999725530002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341760.05889980844	-363.34395995998057	132018.83323939997	116799937859.20052	466746.8884732521	128.85133077332284	16602.665442056255	217852657899.4625	336483.5162828948	-1.0854057016549632	1.178105537185103	113221156730.10117	347012.72051841085	311094.22455123457	0.699477	16.969032	0.0598249240208942	0.0376723293669636	0.0019143693	-0.0047902609	0.0133789356	-0.0092644134	-0.0034726568	0.101451517	-0.0165828109	-0.0048054191	-0.0164098799	-0.0354017037	0.0543759292	-0.0517333137	-0.0026478987	0.0044673102	0.0160137201	0.0109809203	0.079248453	0.0903264653	-0.0497665821	0.0716606737	0.0830855344	0.0006142706	0.0100268911	0.0029337191	-0.0373771717	0.0744206422	-0.046525706	0.0650188892	0.0130818579	-0.0626221081	-0.0736004866	-0.089797801	0.018209433	0.0091340373	0.0130645397	0.0179396678	0.0248089435	-0.0621445393	0.0201089534	-0.0412521237	0.0215853975	0.0369600133	-0.0050359633	-0.0146348604	0.0224315621	0.0312923704	-0.1154904219	-0.0489431975	0.024578982	-0.0100130807	-0.0413367472	-0.0153311421	-0.0464344454	0.0347622286	0.0127396898	-0.0051759555	-0.0007907369	-0.0398168572	0.0024680852	-0.0025587382	-0.0246430324	0.0459204491	0.0259289654	0.0217811539	0.0087549623	-0.0137617508	-0.0595413409	0.0266189557	-0.0049444633	0.0128013655	0.0541527288	-0.0104656152	0.0038659545	-0.0014928996	0.0353945802	-0.0378252864	0.0327607835	-0.0711332328	0.0975217631	0.0973171258	0.0969763818	0.0965000075	0.0958886693	0.000146449346559	0.0001040898300601	1.0834692721942366e-08	2.1447411107558085e-08	-0.0149592392411506	0.0063270594775843	4.003168163288931e-05	0.0002237788386739	0.0580548803996663	0.0347404270598446	0.0012068972723003	0.0033703691382195	0.0003629999832531	0.000358999983263	1.317689878417509e-07	1.288809879828963e-07	-6.769949312257495e-08	-6.698149301875844e-08	4.583221369053573e-15	4.486520407021986e-15	-0.0003729999707322	-1.3999988312e-05	1.3912897816622206e-07	1.9599967273613663e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342339.4921875669	579.4332877584384	335742.93496255326	117196327911.24117	467682.2868776483	935.3984043961972	874970.1749469518	218726721459.10693	336683.24718201754	199.73089912271823	39892.43206436946	113355608933.02753	347266.20939114987	314163.47558248846	0.671746	16.296301	0.0761425827633888	0.0538247787461596	-0.003165433	0.0010696819	0.0090153538	-0.0517870773	0.0422777894	0.0852023947	-0.0070332555	0.0007141493	-0.0069398653	-0.0255881022	0.0699329888	-0.0171663904	0.0223866226	0.0030383445	-0.0531834643	-0.0576868303	-0.0049473544	-0.0250282524	-0.0405484323	0.0900935028	-0.1098132913	-0.098640178	0.0085600189	0.0485254936	-0.0716969856	-0.1437501647	-0.0223111406	0.0803771509	-0.0035648255	0.0817386514	-0.0958961593	0.0512713966	0.0035474336	0.0007239711	0.0031467558	-0.0017811223	0.0651483586	-0.0541364043	0.0278479508	0.0135998566	-0.0676758423	-0.0377537492	-0.0231329992	-0.0487958928	0.0230422878	0.0168563849	0.026864769	-0.0149188594	-0.0868395826	0.014880273	-0.0265599572	-0.0620955605	0.1184075488	0.0230914426	0.0106502119	-0.0042272506	0.0114614506	-0.0277435918	0.008040786	0.0013250574	-0.0071170063	0.0166014574	0.0166512783	0.0242533798	-0.036248119	-0.0041406557	-0.0471231654	0.0505640047	-0.0201185213	0.0441276764	0.029224037	0.0425475525	-0.0207529776	-0.0535599066	-0.0419961605	-0.0233044286	0.1115548935	0.0024525096	0.0974562636	0.097055399	0.0963885124	0.0954574315	0.0942647084	4.7894105378532e-05	-9.8555241180468e-05	9.713135564140214e-09	2.2938453300099274e-09	-0.0191123992967305	-0.0041531600555798	1.7248738447264435e-05	0.0003652838068776	0.0039653372017625	-0.0540895431979038	0.0029256786833579	1.5723899123681655e-05	0.0001650107366151	-0.000197989246638	2.72285431982579e-08	3.91997417842828e-08	7.697591054967035e-05	7.704361004279292e-05	5.9252908049508515e-09	5.935717848425942e-09	-0.0002920063420385	8.099362869370003e-05	8.526770379070544e-08	6.5599678889729506e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341845.9087256153	-493.5834619515808	243624.63391210765	116858625312.44173	466013.1558196505	-1669.1310579978162	2785998.4887729096	217168261396.98987	336913.16	229.9128179824329	52859.90387262332	113510477381.18558	347612.05388404394	315525.3128567262	0.7565969999999999	18.354748	0.0500987804240392	0.0259327932013038	-0.0074090553	0.0148757244	-0.0023149778	0.0283127738	-0.0077779568	0.1343755107	-0.0075215467	-0.0195246287	-0.0006127262	-0.0253262764	-0.004259571	-0.0043311598	0.0260913293	0.0234319867	0.0564490599	0.0645273933	0.0334313729	-0.0830592804	-0.015417415	0.0201047037	-0.0246469643	0.0480044616	-0.0426513093	-0.0605376457	-0.0429290836	-0.1206024216	-0.0579833214	-0.0119942289	0.0227635623	-0.0084091326	-0.1171186558	-0.0073722563	0.0061674533	0.0133115275	-0.0078629501	0.0341504385	-0.0153141284	0.006570872	-0.0155801067	-0.0455613835	0.0659795796	0.057421374	0.0689779939	-0.0127810951	0.0289300916	0.0037337104	0.0346948719	0.0181383403	-0.0616989075	-0.0470178319	-0.0692698829	0.0237107792	0.0461112772	-0.0057177606	0.0096926985	-0.0038168185	0.0091578385	-0.0145253412	0.0001675654	-0.0007113559	-0.0141123697	0.0068939802	0.0420926082	0.0389654412	0.0077538325	0.0135936849	-0.0315865133	0.0292617153	-0.0150355314	0.0603933888	0.0419726854	-0.0051607331	0.0125395946	0.0011237335	0.0774243156	-0.0450881484	-0.021922048	-0.0976515541	0.0973689537	0.0967067945	0.0956065293	0.0940731426	0.0921135811	0.0073944200796347	0.0073465259742561	5.3971443890420544e-05	5.4677448314104846e-05	-0.0164614769473274	0.0026509223494031	7.027389302564853e-06	0.0002709802232873	-0.011782992965891	-0.0157483301676535	0.0002480099030694	0.0001388389232342	0.0003830508489851	0.00021804011237	1.467279529082059e-07	4.754149060232224e-08	0.0003259397542594	0.0002489638437097	1.062367234066781e-07	6.19829954747227e-08	-0.0003120624246133	-2.0056082574799983e-05	9.738295685553153e-08	4.022464482471955e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342217.0315458268	371.1228202115162	137732.1476817494	117112496680.03745	465273.05366128177	-740.1021583687398	547751.2048220672	216479014463.294	336532.2983881579	-380.8616118420614	145055.56737493305	113253987858.41615	347232.7332202842	314105.8374057928	0.710738	17.242233	0.0663181641664629	0.0317709294269497	-0.003701514	0.0250325984	-0.005642937	-0.0437819721	0.0008498502	0.0346824444	0.0035342341	-0.0143559187	-0.0239968781	-0.0521409062	0.0517949806	0.0605853043	-0.0088042363	-0.0942441962	-0.040028158	-0.025050766	-0.0920695344	-0.1480260981	0.0252332165	-0.0184792096	-0.0647324161	-0.004882902	0.0428359649	0.0197477986	-0.0799586857	-0.0277740636	0.0560319246	-0.0789795541	0.150663368	0.0474455031	0.0569149831	-0.052474986	-0.0025421958	0.0150007483	0.0177952308	0.029690444	0.0478305203	-0.0104877147	-0.0211123091	0.1165517838	0.01356872	-0.0062888118	0.0401394423	-0.0442861871	0.0504940308	0.0382752508	0.1028733782	0.0479271204	0.0082667312	0.0026105316	-0.0161805229	-0.0512903627	-0.0486140438	-0.0530520869	0.0112302447	-0.0037483526	0.0138708895	-0.0178352058	0.0173106015	0.0049021475	-0.0071778677	0.0029743287	0.0068460466	0.0210509034	-0.0474101624	-0.0085893216	-0.0518864121	0.0925836	-0.0471757284	0.0496370009	0.0610217429	0.0223690673	-0.0601197146	0.0143977648	0.0115630544	0.0297914191	0.0415196155	0.0246786275	0.0972598531	0.0962716243	0.0946320074	0.0923520963	0.0894473172	0.0001933277656149	-0.0072010923140198	5.185573051503505e-05	3.737562495764972e-08	-0.0399657513704454	-0.0235042744231179	0.0005524509161572	0.0015972612826042	-0.0116773181476759	0.000105674818215	1.1167167204794409e-08	0.000136359759122	0.0008710432648369	0.0004879924158517	7.587163692177258e-07	2.3813659792887605e-07	0.0002088184972672	-0.0001171212569922	4.3605164800931616e-08	1.3717388839432962e-08	-0.0004170912039915	-0.0001050287793782	1.7396507244707908e-07	1.1031044497674612e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341740.9253121918	-476.1062336350442	226677.14570614728	116786860033.23305	464027.1819716632	-1245.8716896185651	1552196.2669930183	215321225608.56305	336838.5960635965	306.2976754385745	93818.26597907432	113460239798.09473	347365.12516957364	314915.5648926274	0.770594	18.694307	0.0855104308924881	0.0449051238552001	-0.007441403	0.0244710615	-0.0185126066	0.041681573	-0.0244792513	0.0361999004	-0.0041024033	-0.0124524996	-0.0116888292	-0.0342366082	0.0390938023	-0.0136040003	0.0526431819	0.0499435424	0.0186404007	-0.0229771481	-0.0231737869	-0.0364611504	-0.0107248984	0.064626534	0.0149104412	0.023993667	-0.0551663279	0.0718572234	0.0143394527	-0.0276235429	0.0347902145	-0.0067703555	0.0934925308	0.0343266985	0.0263210771	-0.0628612781	0.0025357844	0.0074512623	0.021929142	0.0305721842	0.0230290043	-0.0110623056	-0.0263042253	-0.072760007	0.0327391751	0.0270595054	-0.0079458959	-0.043248847	-0.0139963913	-0.0330193697	-0.0066840851	0.0037732468	-0.0729329843	-0.0015167721	-0.0822611139	-0.0199953415	-0.0508561565	-0.0477851397	0.006773164	-0.0070449212	-0.0003182361	-0.0162055257	-0.0180006696	0.0116683881	-0.0190648167	-0.0073760682	0.0514521571	0.0461051017	0.029422395	0.021196046	0.0007273152	-0.0221046976	0.0174089413	0.0516453726	0.0173026328	0.0219046181	0.0199664719	-0.01715991	0.0520250529	-0.0721117546	-0.0224136998	-0.0570876618	0.097128986	0.0957502779	0.0934669092	0.0903004534	0.0862808277	0.000185829755253	-7.49801036190002e-06	5.622015938716007e-11	3.4532697937389884e-08	0.0004945534468987	0.0404603048173441	0.0016370362659123	2.445831118393853e-07	-0.0168642239126981	-0.0051869057650221	2.690399141522052e-05	0.0002844020481776	0.0002780861193493	-0.0005929571454875	7.733188977475314e-08	3.515981763848027e-07	0.0004129420150666	0.0002041235177994	1.705211078072641e-07	4.166641051880197e-08	-0.0004170574212833	3.3782708199988666e-08	1.7393689264747596e-07	1.1412713733255814e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342939.75067147176	1198.8253592799883	1437182.242052793	117607672590.61122	465478.7129568326	1451.5309851694035	2106942.20090686	216670432215.94937	336672.5823026316	-166.01376096491003	27560.568829714288	113348427674.32224	347256.8214389535	316413.04198726034	0.8172439999999999	19.826014	0.0465333824315107	0.029551333765354	-0.0046597234	0.0228089388	0.0001968939	-0.0240698932	-0.0259440286	-0.0820203456	-0.0033295272	-0.0159472064	0.0019206085	-0.0425823335	0.0807654157	-0.0291597618	-0.0142993559	-0.080807186	-0.1656852309	-0.0705430897	-0.0631616065	-0.0749779002	0.0529569286	0.0041406503	-0.0018276366	0.0754266616	0.0590731715	0.1218273578	-0.0454494794	-0.0308238016	-0.0318080134	-0.09048671	-0.021805483	0.0295259466	0.0328549137	-0.0993368948	0.0058671412	0.0151029883	-0.0041933573	0.0095955634	0.0693483843	-0.0638573965	0.0349793447	0.0989262349	-0.095431935	-0.0443509726	-0.028609619	-0.0435352312	-0.0356366864	-0.0406570687	0.042538616	0.0913870425	-0.0055385089	-0.0166514224	-0.0581296208	-0.1261980836	-0.0504572911	-0.0977144783	0.0073964298	-0.0069877002	0.007704968	-0.0110600076	-0.0041280962	0.0002747565	-0.0065589104	-0.0097014615	0.0107067551	0.0235001829	-0.0087299912	0.0153034483	-0.019307067	0.020126128	-0.0241628465	0.0662717082	0.035943153	0.0905974951	-0.0596111043	-0.0328235566	-0.0506662612	-0.0031872776	0.0631139187	0.1043642643	0.0969763818	0.0951432221	0.0921135811	0.0879255584	0.0826318208	0.0022402870310287	0.0020544572757757	4.220794697987711e-06	5.018885981395388e-06	-0.0197584926759617	-0.0202530461228604	0.0004101858772547	0.000390398032826	-0.0380890597951477	-0.0212248358824496	0.0004504936582369	0.0014507764760783	0.0002780736028948	-1.2516454500014625e-08	7.732492862689492e-08	1.566616332509363e-16	0.0003529420180867	-5.999999697989998e-05	1.2456806813111248e-07	3.599999637588007e-09	-0.0004170490717092	8.34957409999058e-09	1.7392992821350545e-07	6.97153876512335e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342562.6125211724	-377.1381502993754	142233.18441123428	117349143497.33089	466196.0654131356	717.3524563030223	514594.5465639796	217338771406.68863	338262.8066995614	1590.2243969298434	2528813.632590884	114421726396.26486	348657.67126937985	317031.8265719601	0.870222	21.111237	0.1111224376221035	0.0563223010307284	-0.0096765517	0.0013030324	-0.0008945592	0.0397545412	-0.0441301498	0.0156600161	-0.0058896548	-0.0114801015	0.0210776636	0.0769747291	-0.0494708388	-0.0709209765	0.0040437593	0.0931851069	0.1375097254	0.1583938031	-0.0280298581	-0.0002536186	0.0095403089	0.0653963469	0.0097004842	-0.1142896041	-0.0570533397	0.0308130808	0.107156026	-0.1128652737	0.0357428746	-0.0058632446	0.0918586073	-0.0926968123	0.0677257726	-0.1566565152	0.0025923555	0.0117157127	-0.0131418729	-0.0301722436	-0.0777688802	0.0153036828	0.0321478704	-0.125023526	0.1054455097	0.0068841586	0.0637110163	0.1127464276	0.0646656201	0.0123534333	0.0029348597	-0.0913488849	-0.1141024283	0.0234494142	-0.0349122157	-0.029091817	0.060155627	-0.0839294502	0.005681595	-0.0026759878	0.0041537505	-0.0160308064	-0.0107168997	0.0107484436	-0.0063542319	0.0006314501	0.0268278139	0.0002062498	0.0342582229	0.0478351622	-0.0059341991	-0.0005767571	0.0278002227	0.0129331198	0.0440697985	-0.0281782705	0.0849122861	-0.008423756	0.1077360379	-0.0714062268	-0.0685381919	-0.0657873171	0.0968020747	0.0944510002	0.0905747485	0.0852359127	0.0785207032	0.0002004625181228	-0.0020398245129059	4.160884043451792e-06	4.018522117213392e-08	0.0263489676340071	0.0461074603099688	0.0021258978962353	0.0006942680953779	-0.0115719581803617	0.026517101614786	0.0007031566780488	0.000133910216128	-2.297422372415723e-05	-0.0003010478266189	5.278149557276287e-10	9.062979391199774e-08	0.0004730007162452	0.0001200586981584	2.2372967756847219e-07	1.4414091003513802e-08	-0.0001089945727978	0.0003080544989114	1.1879816899374923e-08	9.489757429955377e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342731.4185072112	168.80598603881663	28495.460922537157	117464825231.96516	467822.5215174788	1626.456104343175	2645359.459355177	218857911638.97192	337156.4116666667	-1106.3950328947394	1224109.9688141516	113674445927.9428	348044.6362241602	317650.4971698411	0.8911839999999999	21.619764	0.0911212190758306	0.0683166315325934	-0.0038528494	0.0038607705	-0.000729406	0.0231288975	-0.0219642917	-0.0176340625	0.0025714499	0.001719326	0.0002039897	-0.0208151756	0.0038883685	-0.0589865143	-0.0466645835	-0.0766573625	0.0233832544	0.0028161454	-0.0453662523	-0.0771437385	-0.0782172433	-0.0695914845	0.0676110051	0.0064298857	0.0129259408	0.0601891743	0.1492652723	0.0086696617	-0.1319804432	-0.0280646316	0.0767087414	0.0627326067	0.0026951056	0.1003039125	-0.0035207146	-0.0060122204	-0.0080972034	0.0379880765	-0.0264765286	-0.0437971428	0.0534990473	0.1124924305	0.0294105989	0.0206480903	0.0127511964	-0.0187528895	-0.0544647151	-0.0403663184	0.008042224	0.0643364816	0.0462700347	0.091299788	0.1247736017	-0.0663511771	0.038091054	0.0362366585	0.0058232987	-0.002099232	0.0041583647	-0.0085160407	-0.0079634171	-0.0058799793	-0.0001033186	-0.010711905	-0.0121319891	-0.005497291	0.0169968999	0.0537686119	-0.0440577005	0.0489408329	-0.0638061451	0.008158622	0.0190076146	0.0004621691	-0.0909782097	0.0073185095	-0.0148202958	0.0568502267	-0.0338518159	0.1159898139	0.0966061036	0.0936742318	0.0888535104	0.0822411445	0.073970466	0.000165852193092	-3.461032503080001e-05	1.197874598737622e-09	2.7506949953426052e-08	0.0292919628365382	0.0029429952025311	8.66122076212107e-06	0.0008580190868171	-0.0391233467603626	-0.0275513885800009	0.0007590790126862	0.0015306362617315	0.0010240436046712	0.0010470178283953	1.0486653042679849e-06	1.0962463329777296e-06	0.0004123909330939	-6.060978315129998e-05	1.700662816980575e-07	3.673545813647607e-09	-0.0002132114606165	-0.0001042168878187	4.5459126938221335e-08	1.08611597066155e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
