global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90
1971.2514033398256	n/a	n/a	3885832.095169232	2809.705046237245	n/a	7894442.446851038	n/a	1965.1230788658409	n/a	3861708.715091162	n/a	2278.8377695234994	1545.3807789815291	n/a	n/a	n/a	n/a	0.0118605413	-0.0750701066	0.0468199995	-0.004190861	0.0058801068	-0.0011712315	0.0795618225	-0.0757090131	0.0289324221	-0.0037231094	0.0690288728	-0.0054675568	0.0435749134	-0.1347911627	-0.0094672206	-0.0843596164	0.085375383	0.042622827	0.0272245094	0.0151393787	0.0391127808	-0.0183082615	-0.0174060721	0.0833297064	-0.0562492211	0.0480817998	-0.0008730538	0.0063867774	-0.074069603	0.0530037026	-0.0717542372	0.039532233	-0.0400264025	-0.0635077013	0.0941078009	-0.0432106695	0.0068767304	-0.0552924867	0.0978123042	-0.0059008407	0.0304131671	-0.0160146904	0.0599227981	-0.0037332642	0.0214432254	-0.0196869349	-0.0142935461	0.0521361377	0.0164450581	-0.0316767338	0.0167779834	-0.0399769469	0.0363773856	-0.0284511555	0.0287697038	0.0975872772	0.0975790871	0.0975654375	0.0975463292	0.0975217631	-0.1074108215285747	n/a	0.0115370845814433	n/a	1.0708716650658516	n/a	1.1467661230409094	n/a	0.5556330864347956	n/a	n/a	0.308728126741057	0.0520518199947483	n/a	0.0027093919647656	n/a	0.0070262192580201	n/a	n/a	4.936775706177253e-05	0.0005150717664725	n/a	n/a	2.652989246171016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1955.6894638589508	-15.561939480874798	242.17396040640975	3824721.2790489104	2782.1237369459504	-27.581309291294478	7740212.4876781	760.7286222220469	1953.60865352236	-11.514425343480752	3816586.771117449	132.58199099059183	2259.183047824436	1454.5855011355472	0.834832	28.490377	0.1700957085906725	0.0834584159417082	0.0594730718	-0.1270592372	0.0090228583	-0.0152437852	0.0128521818	0.0119196278	0.1325183129	-0.033782955	0.0182803676	-0.0003360788	0.060432408	-0.0970545584	0.0162098853	-0.0707377455	0.0115150276	-0.1450398884	0.1200211921	0.0531295893	0.0482122994	0.0307807247	0.010039476	-0.0321241374	0.013778328	0.1553535271	-0.087305548	0.0538913414	0.0100043142	-0.039293394	-0.0740677033	0.0267773202	-0.0587528578	0.0346839946	-0.026951653	-0.1052027454	0.0925551918	-0.0296926802	0.0164470915	-0.0722868798	0.0729577709	-0.0084726002	0.0205475444	-0.0129597835	0.0373775774	0.0025350303	0.0133431249	-0.0302889037	-0.0301960679	0.0246778385	-0.0463823173	-0.0425840046	0.0095488355	-0.0589562472	0.0247268991	-0.0172363232	0.0066467414	0.0975654375	0.0974917407	0.0973689537	0.0971971386	0.0969763818	-0.1332732628939936	-0.0258624413654189	0.0177617626024115	0.0006688658733797	1.03813441614696	-0.0327372489188917	1.0777230659887893	0.0010717274667774	0.6053193576843725	0.0496862712495769	0.0024687255506865	0.3664115247874213	0.0512436078469095	-0.0008082121478387	0.0026259073451678	6.532068759142053e-07	0.0068444266638034	-0.0001817925942167	3.3048547312037824e-08	4.684617635618295e-05	0.0002688815673923	-0.0002461901990802	6.060961412314853e-08	7.229729728333995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1960.889982048376	5.200518189425111	27.045389438541434	3845089.52169768	2792.976002471301	10.852265525350504	7800714.950380568	117.77166703271104	1959.82058358028	6.211930057919972	3840896.7198249497	38.58807504448962	2262.812019469246	1463.7663269607165	0.517339	17.655287	0.0879257156643465	0.0387817124973013	0.055032673	-0.1297731453	0.0109823535	3.535e-07	0.0070483697	0.0165528386	0.1067578462	-0.0300375157	0.0080281293	-0.0171495233	0.0608452323	-0.1276183261	-0.0012766321	-0.0362802484	-0.0194071899	-0.1163368998	0.112724849	0.0611317964	0.0668770287	0.0290334579	-0.0122586884	-0.0056947665	-0.0077190701	0.1415935969	-0.0758695714	0.0630069754	0.0258809768	-0.0665607563	-0.0432041053	0.0256206348	-0.0401026361	0.0408753007	-0.0293042996	-0.0951409642	0.1006761795	-0.0351674538	0.0178162666	-0.0728312709	0.0775897272	-0.0111385254	0.0288989345	-0.0199105736	0.0411690943	0.0087701894	0.017290856	-0.0425968152	-0.0374256159	0.0222509971	-0.0321419326	-0.0381579314	0.022120384	-0.0401986937	0.0252405884	-0.0148852831	0.0109408454	0.0975217631	0.0973171258	0.0969763818	0.0965000075	0.0958886693	-0.1271967414415513	0.0060765214524423	0.0161790110333488	3.692411296199157e-05	1.0594403687266976	0.0213059525797376	1.1224138948877609	0.00045394361533	0.6138231318837839	0.0085037741994113	7.231417563457493e-05	0.3767788372356171	0.0518409825914386	0.0005973747445291	0.0026874874760458	3.568565854012108e-07	0.006434953251224	-0.0004094734125793	1.676684756094195e-07	4.140862334543833e-05	0.0002349403758457	-3.3941191546599985e-05	1.1520044836029904e-09	5.5196980202518776e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1965.8286332828447	4.938651234468807	24.39027601572027	3864482.2154346975	2804.1604033801023	11.184400908801308	7863315.567884858	125.09082368879552	1964.211357590248	4.390774009968027	3858126.257286525	19.278896406610706	2261.493167453342	1463.837512742472	0.449354	15.335135	0.183137769173336	0.0970793928842413	0.0484106115	-0.1298732123	0.0157182135	-0.0056745602	0.0120264989	-0.0060884795	0.0718963826	-0.0105038834	-0.0155118549	-0.0136498162	0.0795376362	-0.1399052732	-0.0417846044	-0.042605702	-0.0057786348	-0.1213233283	0.0614741714	0.0738664943	0.0364094271	0.003472516	0.0510364808	0.0260209803	0.002468625	0.1413212541	-0.0591816389	0.0514074308	0.0089416527	-0.0708166184	-0.0531858999	0.0923644911	-0.0233926358	0.0418137185	-0.0289047911	-0.103924141	0.1000775414	-0.0373668939	0.0164457808	-0.0684568276	0.0676918151	-0.0070988692	0.0232778385	-0.0111349927	0.0401524153	0.0194058086	0.0027976434	-0.0599601395	-0.0280203932	0.0224107563	-0.0261531618	-0.0428344655	0.0078574564	-0.0099579234	0.0153379244	-0.002648322	-0.0021854741	0.0974562636	0.097055399	0.0963885124	0.0954574315	0.0942647084	-0.1228283374915975	0.0043684039499538	0.0150868004909497	1.9082953069971987e-05	1.104600974991527	0.0451606062648295	1.2201433139522322	0.0020394803582069	0.6319121658919116	0.0180890340081276	0.0003272131513471	0.3993129854022068	0.0536403637706239	0.0017993811791853	0.0028772886254448	3.237772628006285e-06	0.0059570045086232	-0.0004779487426008	2.2843500055368587e-07	3.5485902715757136e-05	0.0002680049530681	3.30645772224e-05	1.0932662668960527e-09	7.182665486903448e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1971.148154358416	5.319521075571174	28.2973044734459	3885425.0464305896	2814.4512476084183	10.290844228316018	7921135.825164583	105.9014749314651	1964.8482093547952	0.6368517645471456	3860628.4858047455	0.405580170006813	2260.4562004937065	1493.023138330183	0.446004	15.220814	0.0868963542316462	0.0523141948976843	0.0508928948	-0.1050988262	0.0305988078	-0.0011315136	0.0055844864	-0.0106090983	0.0501567038	-0.0058545101	-0.0172478097	-0.0016820061	0.0858572683	-0.1247911776	-0.0344946649	-0.0146554426	-0.0174251007	-0.1050501653	0.0409912936	0.0902704985	0.0625769148	-0.0064222211	0.0584216154	0.0143495826	-0.0095388959	0.1291438353	-0.0348853438	0.0619866955	0.0208728611	-0.0614924989	-0.0410635598	0.1482186825	-0.0038376823	0.0472683103	-0.0292929695	-0.1002596153	0.099200946	-0.0326711538	0.0219309121	-0.0736288876	0.0711930477	-0.0040144247	0.0125696295	-0.0010285021	0.0232617508	0.0240991972	-0.0004986766	-0.0532825358	-0.0140443364	0.0241882981	0.002009445	-0.0395445184	0.006986249	-0.0051435576	0.0116021329	-0.0018817701	-0.0065564628	0.0973689537	0.0967067945	0.0956065293	0.0940731426	0.0921135811	-0.1244500562847719	-0.0016217187931744	0.0154878165092828	2.6299718441350625e-06	1.0943949659294674	-0.0102060090620597	1.1977003414517602	0.0001041626209748	0.6106693015286595	-0.021242864363252	0.0004512592863555	0.3729169958295009	0.0543570380160948	0.0007166742454709	0.0029546875818831	5.136219741212853e-07	0.0061830104571283	0.000226005948505	5.1078688759689726e-08	3.822961831295791e-05	0.0004018399993553	0.0001338350462872	1.7911819614696965e-08	1.6147538508186748e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1972.6382043683147	1.4900500098988232	2.220249031999483	3891301.485333449	2819.170916374362	4.719668765943879	7947724.655731061	22.27527326022622	1964.1528825431035	-0.695326811691757	3857896.5460023824	0.4834793750574241	2271.231852213541	1488.984523658534	0.443103	15.121825	0.102287967626751	0.052977799297585	0.0411360026	-0.1058439467	0.0344215037	0.0070772909	0.0001462268	-0.013182706	0.0477455252	-0.0009115857	-0.0076653185	0.0172157442	0.0744340665	-0.1242575739	-0.0251617565	-0.017713	-0.006230441	-0.1173317429	0.0435590742	0.0773821494	0.05986188	0.0013288493	0.0282345417	0.0161929313	0.0004293205	0.1325347443	-0.0244730991	0.0706010321	-0.0011827218	-0.0148986926	-0.0041151365	0.082097481	0.0124131508	0.0466427586	-0.0303467736	-0.1021978975	0.0983768432	-0.0362844924	0.017272865	-0.0659264826	0.0678370292	-0.0078637972	0.0121508285	-0.0015729324	0.0311921512	0.0219445707	-0.0121336471	-0.0668149247	-0.0019924756	0.0254638391	0.0039404179	-0.046449978	-0.0086843936	0.001285122	0.0164295951	-0.0044368438	-0.0006051921	0.0972598531	0.0962716243	0.0946320074	0.0923520963	0.0894473172	-0.1264127123726126	-0.0019626560878406	0.0159801738494008	3.852018919138107e-06	1.1255430028499234	0.0311480369204559	1.2668470512644223	0.000970200203998	0.5926228492660002	-0.0180464522626593	0.0003256744392684	0.3512018414721524	0.055075695403807	0.0007186573877122	0.0030333322242129	5.164684409133236e-07	0.0058999887825883	-0.0002830216745399	8.01012682594256e-08	3.480986763466777e-05	0.0003809026144916	-2.09373848637e-05	4.3837408493069375e-10	1.4508680172653642e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1977.2372031543275	4.598998786012771	21.150789833746945	3909466.957537547	2826.942221878986	7.771305504623797	7991602.325842097	60.39318924619613	1963.615894396552	-0.5369881465514936	3855787.380726771	0.2883562695368084	2277.5066886780755	1517.146842459686	0.427467	14.588203	0.0230746137388229	0.0129054978985548	0.0441118197	-0.0847187048	0.0444921747	0.0027577889	-0.0023577885	-0.0157798204	0.0315385091	0.0025236324	-0.0136063871	0.0213779622	0.0753477341	-0.1126247825	-0.0292136723	0.0210855259	-0.0220601024	-0.0928997897	0.0674850232	0.079342083	0.0699207017	-0.002882766	0.0460161274	0.0093399474	-0.0087448637	0.1124147431	-0.0268006743	0.0774188464	-0.0010894441	-0.0070432488	0.0361492013	0.0624015898	-0.0056928765	0.0495821771	-0.0284416517	-0.0977296215	0.0971009253	-0.0309379915	0.0221807567	-0.0715224289	0.0700981566	-0.0020609293	9.54145e-05	0.0061431746	0.0194282203	0.0241197864	-0.0077987964	-0.057410981	-0.0065979249	0.0324606897	0.0116964027	-0.0266927149	0.005829544	0.0156061422	-0.0035011128	-0.0051772013	-0.0136441355	0.097128986	0.0957502779	0.0934669092	0.0903004534	0.0862808277	-0.1272966236238915	-0.0008839112512789	0.0162044303860426	7.812991001374335e-07	1.1260755628914296	0.0005325600415062	1.26804617334125	2.836201978091474e-07	0.6028595335569733	0.0102366842909731	0.000104789705273	0.3634396172005314	0.0551309124190545	5.5217015247494006e-05	0.0030394175041574	3.048918772841985e-09	0.0058539812197491	-4.6007562839199545e-05	2.116695838402895e-09	3.426909612117516e-05	0.0005081071995062	0.0001272045850146	1.6181006448736608e-08	2.5817292619003334e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1981.361362203933	4.124159049605396	17.00868786644208	3925792.8476346247	2835.8440569196428	8.901835040656806	8042011.515166458	79.24266709106536	1967.87822265625	4.262328259698052	3872544.6992047215	18.167442193420623	2287.2157554020955	1517.4563172136554	0.462535	15.784961	0.0335553663207758	0.0148822033880238	0.0274045857	-0.08793283	0.0465498904	0.0127106697	-0.0025241699	-0.0146821263	0.0107755069	0.0087928437	-0.0126243033	0.0189105639	0.0764919417	-0.1147669435	-0.0346493777	0.0226018933	-0.0074515872	-0.0922935862	0.0325932223	0.0982499047	0.0478135603	0.0067407892	0.0336673801	0.0564481127	0.0073069387	0.1037429424	0.0059429051	0.0817331008	-0.0319694212	-0.016090363	0.0520435102	0.0495292404	-0.0259549338	0.0457419296	-0.0313647179	-0.0991447462	0.0994691561	-0.044091173	0.0131055284	-0.0653994879	0.0653625739	-0.0055696179	0.0081358016	0.0018179944	0.0342025299	0.012623928	-0.0283557321	-0.0686975826	0.0067884952	0.019622065	0.0091165184	-0.0299625305	-0.0024440986	0.0130535506	0.0147778439	-0.0047320494	0.003369785	0.0969763818	0.0951432221	0.0921135811	0.0879255584	0.0826318208	-0.1159555510989918	0.0113410725248996	0.0134456898306709	0.000128619926015	1.1213352626209172	-0.0047403002705124	1.2573927711971211	2.247044665462013e-05	0.6067994639207868	0.0039399303638134	1.5523051271699262e-05	0.3682055894145542	0.0552663221930978	0.0001354097740433	0.0030543663687512	1.8335806906458827e-08	0.0059258296165964	7.184839684730004e-05	5.162192129527114e-09	3.511545664493104e-05	0.0004446841071658	-6.342309234040003e-05	4.0224886420189104e-09	1.977439551658447e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1987.8457204611875	6.484358257254598	42.04690200842589	3951530.6083558574	2837.4852554009885	1.641198481345782	8051322.574618014	2.693532455171701	1969.2367431640623	1.3585205078122726	3877893.3506274032	1.8455779701465151	2284.6310996403768	1558.5170595463906	0.522689	17.837864	0.0787343270730544	0.0419215839232991	0.0326005789	-0.0559765409	0.0620123641	-0.0042205308	-0.0007674491	-0.0334523904	-0.0010853448	0.0259637554	-0.0288284964	0.0406834658	0.0609635743	-0.1085496139	-0.025047292	0.0348575081	-0.0077446056	-0.114977599	0.0506553353	0.0363042367	0.0886954764	-0.0215740136	0.0486320966	0.0741771401	0.0035282341	0.1219229644	0.0124032308	0.0590281899	0.0049791485	-0.0261315261	0.0701256027	0.0244191925	-0.0124739001	0.0507279318	-0.0267907768	-0.0878122277	0.0961063773	-0.0270798559	0.0292684773	-0.0754463194	0.0657922641	0.0043674428	-0.0197583371	0.0168789328	0.003616711	0.0346338297	-0.0131007911	-0.0455942295	0.0170210751	0.0387643887	0.0280505078	0.0003568574	0.0055821332	0.0369471679	9.03154e-05	-0.016229091	-0.0190653696	0.0968020747	0.0944510002	0.0905747485	0.0852359127	0.0785207032	-0.1156978599962741	0.0002576911027176	0.0133859948077174	6.640470441986411e-08	1.1447971834684552	0.0234619208475379	1.3105605912773075	0.0005504617298561	0.5874183657782979	-0.0193810981424888	0.0003756269652087	0.3450603364536461	0.0557909675683832	0.0005246453752853	0.0031126320622163	2.752527698083552e-07	0.0057842306816326	-0.0001415989349638	2.0050258382882616e-08	3.345732457833993e-05	0.0004911121365228	4.642802935700006e-05	2.1555619099744595e-09	2.411911306399894e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1993.077953298431	5.2322328372436	27.37626046313021	3972359.727924263	2844.815509406888	7.330254005899405	8092975.282561971	53.73262379100428	1975.3899430899785	6.153199925916169	3902165.427261029	37.86186932829475	2287.936034187438	1550.5704788751332	0.816751	27.873329	0.2241175668185824	0.1387426801643604	-0.0169023723	-0.0803720647	0.0672454646	0.0055867649	-0.022217182	-0.0360406817	-0.0191600262	0.0331177569	-0.0315564788	0.0619401075	0.0565358632	-0.1284793863	-0.0047198487	-6.11303e-05	-0.0399369657	-0.1220854698	0.0069697133	0.1067120492	0.0663802048	0.0214266183	0.0470625613	0.0739713176	-0.0153733954	0.1247923767	0.0291301682	0.0967973662	-0.0250735821	-0.0180993937	0.0595930307	0.066274588	-0.0391553142	0.0546150008	-0.0312653174	-0.0915044307	0.1003282219	-0.0799725128	-0.0070589117	-0.0514882959	0.0541262634	-0.0052549372	-0.0032484267	0.0073931341	0.0311178741	0.0463117891	-0.0555130518	-0.0984788823	0.0458414112	-0.004842061	0.0481844695	-0.039125331	-0.0430097852	0.0571605844	0.0355225089	0.0098432922	0.0056213483	0.0966061036	0.0936742318	0.0888535104	0.0822411445	0.073970466	-0.1180698945559584	-0.0023720345596842	0.0139405000004551	5.626547952336662e-06	1.1871902252691626	0.0423930418007074	1.409420630974645	0.0017971699931165	0.6138289367255183	0.0264105709472204	0.0006975182577581	0.3767859635615803	0.05848984119322	0.0026988736248368	0.003421061522808	7.283918842839754e-06	0.0058240057519296	3.9775070297000566e-05	1.5820562171313367e-09	3.391904299850907e-05	0.0001709224414372	-0.0003201896950856	1.0252144083900955e-07	2.9214480986853063e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
