global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80
1981.9643193017512	n/a	n/a	3928182.562985254	2483.1241773058487	n/a	n/a	6165905.679920848	1967.3117990169883	n/a	3870315.714551459	n/a	2036.8602989951328	1696.62006106531	n/a	n/a	n/a	n/a	-0.0085207409	0.0756759079	-0.0467296347	-0.0233155571	0.0147713831	0.0075843213	-0.0029264944	0.0510882307	-0.072558999	0.0440226567	-0.0453251475	-0.0024542881	0.0098670913	-0.0105072009	0.0525829669	0.023756911	-0.0245141194	0.0795960694	-0.1149971457	0.0080274773	-0.003004125	0.0105716167	-0.0085033432	0.0055792513	-0.0473729825	0.0160455952	-0.0607950451	0.0369033318	-0.063082701	0.1151316504	-0.041461127	0.0526071427	-0.0224150067	0.0389699604	-0.0357160239	0.0349179487	-0.027335333	0.1545759307	-0.080776443	0.0816580171	-0.1109802503	0.1263846728	-0.0141671304	0.0390227816	-0.004124628	0.0462316757	-0.0201311939	0.0460707717	-0.0586388622	0.0218029322	-0.0992647397	0.0062046714	-0.1610696139	0.0127947641	0.0975872772	0.0975790871	0.0975654375	0.0975463292	0.0975217631	0.1278678699907516	n/a	n/a	0.0163501921759717	-0.8779864283637266	n/a	n/a	0.7708601683908933	-1.3532106640015795	n/a	n/a	1.831179101167596	0.0080381386657355	n/a	6.461167320959209e-05	n/a	-0.0039242431168666	n/a	n/a	1.5399684040274886e-05	0.0038178571722314	n/a	1.4576033387558744e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1991.1494291414888	9.185109839737606	84.3662427680446	3964676.049170477	2479.916739190375	-3.207438115473451	10.287659264591882	6149987.033316623	1972.4333384387896	5.121539421801344	3890493.274584789	26.23016604906525	2040.2422575059827	1829.135458561184	1.275952	51.017586	0.7387468153678104	0.4619758007676708	-0.0034494601	-0.0392819912	0.0092184375	-0.0101520836	0.0132319219	-0.0104110313	-0.029839657	0.0558348775	-0.0508344749	0.0653091905	-0.0061989871	-0.0096964439	0.0092117995	-0.0143418889	0.0055457653	0.0048707259	-0.0123995758	0.054139856	-0.0773119377	0.0204900468	-0.0081296335	-0.0019786431	-0.0124187393	-0.0207713093	-0.0225012976	0.0318558003	-0.0235496881	0.031207859	-0.0329459905	0.1023661775	0.0321577213	-0.0220815999	-0.0182085262	0.0212553711	-0.0276856321	0.0664608159	-0.0303222555	0.1587718148	-0.0179083767	0.1400526041	-0.0578732307	0.0993028248	-0.0221978854	0.0520289405	-0.0067822422	0.0400181609	0.0115139328	-0.005871234	0.0051108763	0.0129366203	-0.0095918057	0.030679183	-0.0491345986	-0.0699659676	0.0975654375	0.0974917407	0.0973689537	0.0971971386	0.0969763818	0.1089110070750223	-0.0189568629157292	0.0003593626516057	0.0118616074620955	-0.7936113156545588	0.0843751127091678	0.0071191596446847	0.6298189203349598	-0.9996399337795764	0.3535707302220031	0.1250122612697205	0.999279997206836	0.0035894050168607	-0.0044487336488748	1.288382837506476e-05	1.979123107863089e-05	-0.0045402191274388	-0.0006159760105722	3.794264456004432e-07	2.0613589725161137e-05	0.0032456846412602	-0.0005721725309712	1.0534468790512353e-05	3.273814051979892e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1981.6261559034351	-9.523273238053662	90.69273316662908	3926842.2217606255	2463.7104613831	-16.206277807275	262.6434403665742	6069869.237528528	1968.39121439232	-4.042124046469553	3874563.972896873	16.338766807047392	2035.521693135356	1751.6608228553498	0.669801	26.781263	0.3816359431379968	0.1876256637945398	0.0035228662	0.0235978281	-0.0208219724	0.0176559395	0.0049697538	0.0617645667	-0.0073397706	0.0524313556	-0.0459928989	0.0340580109	0.0351405218	0.0006281528	0.0121068164	-0.0200403109	0.0547672225	0.0234829058	-0.0140485819	0.0266395451	-0.0910892855	-0.0231467818	-0.004615242	0.0208123938	-0.0120879683	0.0057244835	-0.0664514131	0.0312073204	-0.0349009929	0.0194941895	-0.0017782358	0.1135028659	-0.0203096437	0.0055025771	-0.0157322799	0.0200246	-0.0223142288	0.0451726269	-0.0458561749	0.1452173301	-0.0228660967	0.1372533861	-0.0657962614	0.0716436852	-0.0136936569	0.0361511602	-0.0235804093	0.0392670907	0.0335044227	0.0012008935	0.0008797275	0.0149637282	-0.0531952284	0.0142951277	-0.0406277978	-0.0431723911	0.0975217631	0.0973171258	0.0969763818	0.0965000075	0.0958886693	0.0771121544271125	-0.0317988526479098	0.0010111670297234	0.0059462843603908	-0.7192213694459468	0.0743899462086119	0.0055338640969201	0.5172793782677031	-0.8590658256632864	0.14057410811629	0.0197610798726903	0.7379940928225439	0.0031063988182172	-0.0004830061986434	9.649713617821216e-06	2.332949879280441e-07	-0.0054700060318579	-0.0009297869044191	8.645036876292535e-07	2.9920965988561813e-05	0.0019610170210191	-0.0012846676202411	3.845587756726625e-06	1.650370894495931e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1985.7747966563911	4.148640752955998	17.211220097087313	3943301.543035732	2469.324019532104	5.613558149003893	31.512035092248013	6097561.113438187	1966.4765827682784	-1.914631624041704	3867030.1505760057	3.665814255780572	2036.17967911605	1775.5201974670565	0.547187	21.878695	0.509031341591967	0.2532992090121123	0.0066438767	-0.0071582893	-0.0147242355	0.0078662153	0.0281190181	0.0461865511	-0.020706658	0.0377754978	-0.0578545595	0.0049163308	0.0460355537	-0.0064479735	0.0210771443	0.0008594587	0.0230183249	0.0297199476	0.0003761385	0.0373534124	-0.0762249704	0.0092118405	0.0010806953	0.0059306565	-0.0318412004	0.0054607978	-0.0459643857	0.0282895768	-0.0289949734	0.0100388191	-0.0383193763	0.0855885336	-0.0039780497	-0.006254022	0.0016289352	0.0156487881	-0.0288147786	0.0376292054	-0.0182377246	0.1300074752	0.0063664303	0.1319180646	-0.0425125326	0.0477751207	-0.0073894116	0.0306603675	-0.0421881237	0.0166696167	0.0195028251	-0.0225252793	0.0349859845	0.0170001571	0.0159474286	0.0197534355	-0.006606611	-0.03676379	0.0974562636	0.097055399	0.0963885124	0.0954574315	0.0942647084	0.0854620371991217	0.0083498827720091	6.972054230629597e-05	0.007303759802224	-0.5737722174499709	0.1454491519959759	0.0211554558163485	0.3292145575174566	-0.7707597262175696	0.0883060994457167	0.0077979671993168	0.5940705555589828	0.0005001278807076	-0.0026062709375096	2.501278970610754e-07	6.792648199707168e-06	-0.0029189722934941	0.0025510337383638	6.507773134270387e-06	8.520399250186205e-06	0.002142236492711	0.0001812194716919	4.589177190702727e-06	3.2840496920291425e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1987.0186808938413	1.2438842374501746	1.5472479961770025	3948243.238221101	2469.5606626497283	0.2366431176242258	0.0559999651189131	6098729.866506965	1970.380607057968	3.904024289689687	3882399.736670127	15.241405654487066	2037.7053703056588	1752.6116211548372	0.525265	21.002171	0.3399958728912043	0.185030480606557	0.0094875387	0.0187053307	-0.0214414219	-0.0001778325	0.0060433333	0.0359998435	-0.047218606	0.0606185856	-0.048879093	0.0161270121	0.0531592599	0.010099745	0.0065625403	-0.0227882618	0.0198836578	0.0365452647	-0.0110890924	0.0197113597	-0.0316645468	-0.0003608225	0.0069899732	0.0105777005	-0.0045509229	-0.0005848102	-0.0434418517	-0.0017766792	1.8721e-05	0.0208795028	-0.0253859082	0.0572095378	-0.0234350687	0.0029706205	0.0033498215	0.0133333825	-0.0098020743	0.0268020855	-0.0289043694	0.098065971	0.0039002576	0.1241240075	-0.0383464237	0.0221772386	-0.0086728181	0.0177502172	-0.0511899911	0.0261547891	0.025525661	-0.0180118016	0.0262930677	0.0247478475	-0.0217492274	0.0158205135	0.0239072717	0.0087337717	0.0973689537	0.0967067945	0.0956065293	0.0940731426	0.0921135811	0.065768786841744	-0.0196932503573776	0.0003878241096383	0.0043255333226347	-0.5293694046318791	0.0444028128180917	0.0019716097861584	0.2802319665603101	-0.6981476825981048	0.0726120436194648	0.005272508878595	0.487410186717104	-0.0023993270594797	-0.0028994549401873	5.756770338351504e-06	8.40683895017654e-06	-0.0034838640295342	-0.0005648917360401	3.191026734463981e-07	1.2137308576282272e-05	0.001540827847013	-0.000601408645698	2.374150454130717e-06	3.616923591203027e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1985.5952256681423	-1.4234552256989446	2.0262247795696333	3942588.400196121	2466.59544714014	-2.965215509588233	8.792503018302607	6084093.099852468	1964.248607361992	-6.131999695975992	3858272.591523525	37.601420271449655	2033.9212263337856	1778.992177245158	0.471026	18.833488	0.1911194805378673	0.1192852160820714	0.0058821234	-0.0110185353	-0.0095954215	0.0163805329	0.0290445801	0.0317078309	-0.0234981789	0.0369003631	-0.0593682264	-0.0136456551	0.0360893435	0.0013049053	0.0158317258	0.0184869714	0.0671318069	0.0174163612	0.0021952276	0.0283747188	-0.0050078869	-0.0318918926	-0.0018107252	0.0254213882	-0.0110094089	0.0360422149	-0.038086201	0.0305544822	-0.0373577877	0.02024155	-0.0072605828	0.0342474683	-0.0042508379	-0.0127248525	0.0068289185	0.0179668012	-0.016235478	0.0279659109	-0.0221965636	0.1236242368	-9.95023e-05	0.1323599151	-0.0382515448	0.0373210297	-0.0030218891	0.0244746875	-0.0335397461	0.0208388466	0.0184135532	-0.0193535202	0.0373490253	0.0130601306	0.0183226186	0.0185320479	0.0099404465	-0.014501764	0.0972598531	0.0962716243	0.0946320074	0.0923520963	0.0894473172	0.0710897403273946	0.0053209534856505	2.831254599645719e-05	0.0050537511798163	-0.5263658310142745	0.0030035736176046	9.021454476370478e-06	0.2770609880593477	-0.7813030945953869	-0.0831554119972821	0.0069148225444377	0.6104345256243281	-0.0011994531848374	0.0011998738746423	1.438687942616582e-06	1.4396973150491256e-06	-0.002728907992501	0.0007549560370332	5.699586178528746e-07	7.446938831535837e-06	0.0015028669299419	-3.796091707109991e-05	2.258609009112992e-06	1.4410312248789242e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1991.5292197534257	5.933994085283302	35.21228580417722	3966188.633131689	2474.027714976064	7.432267835923994	55.238605184910334	6120813.134469685	1967.308024165316	3.059416803323984	3870300.86194524	9.360031176461144	2036.584207891108	1780.757843621951	0.44173	17.662107	0.1171364180576034	0.0624424805275963	0.0022658713	0.0069100652	-0.0095025835	-0.0083988986	0.0403805388	0.0429779679	-0.0156020111	0.0479060291	-0.0429543527	0.0228166302	0.0366164181	0.0037263244	0.0184443395	-0.001475649	0.0295392481	0.02030484	0.0123801443	0.0147788037	0.0080004464	0.0050790657	0.0020683248	0.0132826701	-0.0153773901	0.0031246631	-0.0326757029	0.0157991626	0.0181886158	0.031894752	-0.0269582811	0.0186778719	-0.0183372468	0.0040835345	0.0084896643	0.010544255	-0.0014655658	0.0257420169	-0.018114762	0.1039122404	-0.0032014194	0.1235723374	-0.0360771441	0.032765509	-0.0067594711	0.0206271334	-0.0514305063	0.0286499293	0.0223396724	-0.0175129309	0.0313999007	0.0206424865	-0.0139286883	0.008749217	0.0129893793	0.0177754289	0.097128986	0.0957502779	0.0934669092	0.0903004534	0.0862808277	0.0730981981470648	0.0020084578196701	4.033902813394365e-06	0.0053433465723475	-0.4915643638198474	0.034801467194427	0.0012111421188847	0.2416355237776113	-0.7365898035648257	0.0447132910305612	0.0019992783947836	0.5425645387156686	-0.0011891100266613	1.0343158176099937e-05	1.4139826555064378e-06	1.0698092105582295e-10	-0.0024651638129307	0.0002637441795702	6.956099225721056e-08	6.077032624583027e-06	0.0019410436324544	0.0004381767025124	3.767650383091772e-06	1.919988226247279e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1993.788972436499	2.2597526830734296	5.106482188657564	3975194.466609391	2473.086579222779	-0.9411357532849252	0.8857365061111835	6116157.228331828	1967.2801671442	-0.0278570211160058	3870191.256038912	0.0007760136254575	2034.221140180316	1800.860307826703	0.478709	19.140676	0.153414441956079	0.0726251710342132	-0.0009230224	-0.0167291824	0.0012566131	-0.0202455117	0.0255141079	0.0642742657	-0.0103763682	0.0312819463	-0.01940157	0.0286586173	0.0350099232	0.0002786933	0.0293714084	0.0068240172	0.0202900122	0.0154967454	0.0194956401	0.0092176689	0.0287122862	0.0040649469	-0.0031620867	0.0302083729	-0.0212008128	0.0021274221	-0.0158300312	0.0128865348	0.0122918621	0.0155929349	-0.040327685	-0.0248110266	-0.0076355079	-0.0083364957	0.0208197792	0.0089137915	-0.0107613624	0.0113779905	-0.0085960816	0.092204707	-0.0022718999	0.1058114068	-0.0197848243	0.01013706	-0.0030531023	0.0161895055	-0.0421919198	0.0121374308	0.0134604807	-0.0214447968	0.0478293357	0.0052200015	0.0345100126	0.0099687492	0.0206694695	0.0188600994	0.0969763818	0.0951432221	0.0921135811	0.0879255584	0.0826318208	0.0793868147977292	0.0062886166506644	3.954669937901364e-05	0.0063022663637289	-0.4700284598749533	0.0215359039448941	0.0004637951587237	0.2209267530924205	-0.6951004592316252	0.0414893443332005	0.0017213656931988	0.4831646484240163	-0.0017770518938537	-0.0005879418671924	3.157913433449022e-06	3.4567563919768565e-07	-0.0031678856844072	-0.0007027218714764	4.938180286514343e-07	1.0035499709472072e-05	0.0015496958305769	-0.0003913478018774	2.401557167307428e-06	1.5315310203435097e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1990.8149097402224	-2.9740626962766328	8.845048921384235	3963344.00484397	2465.599907508263	-7.486671714515978	56.05025336093362	6079182.903904756	1966.8043940706075	-0.4757730735925634	3868319.5245354497	0.2263600175557147	2033.7341955834693	1772.5164221482546	0.396071	15.836477	0.1050674169031657	0.0551268784140873	0.007548081	-0.0141712279	-0.0059652745	0.0130404348	0.019266301	0.0590124224	-0.0280899083	-0.0174148829	-0.0204166724	0.0211361157	0.0207685727	0.007928799	0.0090534696	-0.0059637891	0.0583672362	0.0241939444	-0.0103911431	0.0327363323	-0.0080763334	0.000958168	-0.0007751608	0.0279551714	0.0058200962	0.0147672946	-0.039521087	0.0017444425	-0.028383953	0.0197268403	-0.0351675146	0.0080721015	-0.0096949194	-4.70193e-05	0.0210659803	0.0039395858	0.0070305145	0.0158793728	-0.0157255618	0.0811346645	-0.0044420098	0.1110694671	-0.0177572575	0.017196913	-0.0052433923	0.0123373486	-0.0529338653	0.0178296041	0.0274593551	-0.0295142097	0.038536436	0.0106138263	0.0133718435	0.0113262053	0.0359214481	0.0272467596	0.0968020747	0.0944510002	0.0905747485	0.0852359127	0.0785207032	0.1089572192547621	0.0295704044570328	0.0008744088197525	0.0118716756277303	-0.4512763559901742	0.0187521038847791	0.0003516414001055	0.2036503494757704	-0.6785213595568464	0.0165790996747787	0.0002748665460262	0.4603912353748713	-0.0025009710142109	-0.0007239191203572	6.254856013923098e-06	5.240588928187423e-07	-0.0032169939133226	-4.9108228915400055e-05	2.411618147207334e-09	1.0349049838354655e-05	0.0015799846590358	3.0288828458900062e-05	2.4963515227884734e-06	9.174131294126743e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1998.1587781164217	7.343868376199225	53.932402726939046	3992638.5025637113	2475.415207762818	9.81530025455504	96.34011908706825	6127680.4508234365	1969.9093668235923	3.1049727529848496	3880542.9134993264	9.640855796778316	2036.375566503504	1795.607576451472	0.460742	18.422272	0.1968655328623548	0.1179840182006381	0.0010883375	-0.015199927	0.0050960648	-0.0158508616	0.014954195	0.045953764	0.0007717081	0.0093853451	-0.0003540145	0.0521638691	0.0299219688	0.0264668098	0.0022308122	-0.0005009729	0.0409486565	0.0528655268	0.0163888452	0.0016444574	4.92627e-05	-0.0356966141	0.019603177	0.0275166195	0.0040269933	0.0177976409	-0.041561558	-0.0020656544	0.0008752572	0.0060350128	-0.0170772655	-0.011820102	-0.0134661552	-0.0099795548	0.0317717464	-0.0032289515	0.0032176287	-6.05561e-05	-0.004759968	0.0607742631	0.0083822711	0.0777287633	-0.0014837655	-0.0183028247	0.0061457123	0.0042914188	-0.042955439	-0.0002787192	0.0117120614	-0.0251958185	0.0508136468	-0.0003660878	0.0456737688	-0.0032239605	0.0347696657	0.0436819954	0.0966061036	0.0936742318	0.0888535104	0.0822411445	0.073970466	0.0856099959637219	-0.0233472232910401	0.0005450928354016	0.0073290714089084	-0.4007955710945907	0.0504807848955835	0.0025483096436741	0.1606370898090391	-0.5757730372990153	0.1027483222578311	0.0105572177267991	0.3315145904805333	-0.0024860574307953	1.4913583415600198e-05	6.180481549212528e-06	2.2241497029406526e-10	-0.0031720455031516	4.494841017099998e-05	2.020359576900454e-09	1.0061872674064287e-05	0.0012340626042644	-0.0003459220547714	1.522910511243833e-06	1.1966206797726758e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
